"","full_auc","cv_auc","full_tss","cv_tss","full_boyce","cv_boyce","model"
"1",0.899193548387097,0.671526054590571,0.663151364764268,0.297146401985112,0.949,0.972,4
"2",0.899193548387097,0.64485111662531,0.668734491315137,0.252481389578164,0.93,0.928,3
