"year","class","genus","month","order","family","phylum","country","eventID","habitat","kingdom","language","locality","modified","datasetID","eventDate","waterBody","references","countryCode","datasetName","fieldNumber","occurrenceID","rightsHolder","basisOfRecord","geodeticDatum","verbatimDepth","scientificName","vernacularName","decimalLatitude","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","decimalLongitude","occurrenceStatus","scientificNameID","dynamicProperties","occurrenceRemarks","maximumDepthInMeters","minimumDepthInMeters","ownerInstitutionCode","bibliographicCitation","id","dataset_id","depth","date_start","date_mid","date_end","date_year","node_id","dropped","absence","marine","brackish","terrestrial","subphylum","infraphylum","parvphylum","gigaclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","georeferenceProtocol","island","organismQuantityType","parentEventID","recordedBy","sampleSizeUnit","sampleSizeValue","samplingEffort","samplingProtocol","taxonRank","verbatimCoordinateSystem","superclass","superclassid","license","maximumElevationInMeters","minimumElevationInMeters","organismQuantity","parentNameUsageID","scientificNameAuthorship","stateProvince","type","verbatimIdentification","catalogNumber","collectionCode","day","institutionCode","eventRemarks","identificationQualifier","identificationRemarks","identifiedBy","continent","county","fieldNotes","identificationVerificationStatus","institutionID","islandGroup","locationID","nomenclaturalCode","previousIdentifications","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","municipality","footprintSRS","collectionID","recordNumber","individualCount","locationAccordingTo","nameAccordingToID","coordinateUncertaintyInMeters","higherClassification","preparations","georeferenceRemarks","otherCatalogNumbers","startDayOfYear","associatedReferences","dateIdentified","coordinatePrecision","sex","eventTime","accessRights","informationWithheld","georeferenceVerificationStatus","organismRemarks","verbatimSRS","georeferencedBy","georeferenceSources","endDayOfYear","acceptedNameUsage","footprintWKT","higherGeographyID"
"2010","Teleostei","Lutjanus","8","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2010-08-26T08:01:12Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,17.9614906311,NA,NA,NA,NA,-67.0883407593,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;","batchcode=PUER-PAGU-0800-1000;survey_index=5797;habitat_structure=MANGROVE;permanent/random=random;management=PARGUERA;trophic=P",NA,NA,NA,NA,"4238fdb0-27e1-4c55-8929-67f8b60063c7","d7db88c1-6dd1-4dbc-ba5b-14067e91652e",NA,1282780800000,1282780800000,1282780800000,2010,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-6,-7,28.06,34.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PUER-PAGU-0800-1000.5797.717",NA,"26","NOAA-CCMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","Teleostei","Lutjanus","6","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2001-06-08T00:27:29Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,22.5636119843,NA,NA,NA,NA,-78.444442749,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,9.3,9.3,NA,NA,"42c7f9b9-d299-4332-b9d7-39ba3006fb50","e191604f-fe12-424a-9bc7-98100d969515",9.3,991958400000,991958400000,991958400000,2001,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",9,2140,27.39,36.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","8","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"1999-07-14T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,18.219165802,NA,NA,NA,NA,-87.8316650391,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,9.4,9.4,NA,NA,"43eb96c9-50e6-4ac6-80cb-bbbc25d8535a","e191604f-fe12-424a-9bc7-98100d969515",9.4,931910400000,931910400000,931910400000,1999,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",3,1079,28.02,34.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","14","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","Teleostei","Lutjanus","04","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:CAP-2:2016-04-27",NA,"Animalia",NA,"Ensenada Capurganá, Estación CAP 2",NA,NA,"2016-04-27","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:CAP-2:2016:M:007358",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6420555,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-77.33625,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"4476d60d-64f9-4abc-a3de-ba780cf4826d","7140a522-1379-452e-a8a7-8841a96fe656",10,1461715200000,1461715200000,1461715200000,2016,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",15,234,28.32,29.14,NA,NA,"individuos","INVEMAR:ICTac:AbunPec:CAP","González Corredor Juan David","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"2",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"27","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Acandí",NA,"Verificado","800.250.062-0",NA,"http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"27/04/16",NA,"Capurganá 2",NA,"Capurganá",NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","Teleostei","Lutjanus","07","Eupercaria incertae sedis","Lutjanidae","Chordata","St Lucia",NA,NA,"Animalia",NA,"Marie Creek Bay Beach, Caribbean",NA,NA,"1972-07-18T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,14.0625,NA,NA,NA,NA,-60.9730555556,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;",NA,NA,NA,NA,NA,"44c2d381-a6ec-4052-b553-37a075b77f86","b8617377-eb1c-4db2-baa6-8788a632e810",NA,80265600000,80265600000,80265600000,1972,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-40,-94,27.97,34.39,NA,NA,NA,NA,"Crossman, J. C.;Crossman, M. L.",NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,"Quarter of Gros Islet",NA,NA,"48191","Fishes","18","ROM",NA,NA,NA,"Winterbottom, R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C72-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","Teleostei","Lutjanus","07","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:IGU-1:2007-07-16","Area coralina","Animalia",NA,"Reserva de Biosfera Sea Flower, Iguana Estación IGU 1",NA,"INVEMAR:SIMAC:1999","2007-07-16","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2007",NA,"INVEMAR:SIMAC:CenPec:IGU-1:2007:P9:020833",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,12.5004167,NA,NA,NA,"jocu",-81.7333333,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,18,3,NA,NA,"44ea4d54-7e8e-4095-a08a-dee4d12ab788","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1.184544e+12,1.184544e+12,1.184544e+12,2007,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-6,70,28.18,35.71,NA,"San Andrés Isla","Individuos","INVEMAR:SIMAC:CenPec:IGU","Kelly Gómez Campo | Ingrid Vishnoff","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,"16","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Niveles profundidad somero, intermedio y profundo. Datos de la Estación insertada del proyecto SIMAC.",NA,NA,NA,"SA","San Andrés","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0","Archipiélago de San Andrés, Providencia y Santa Catalina","http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""12° 30' 1.5"""" N 81° 43' 59.9"""" W""","2007/07/16","""12° 30' 1.5"""" N""","Iguana","""81° 43' 59.9"""" W""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","Teleostei","Lutjanus","08","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:CTI-2:2013-08-20","Area coralina","Animalia",NA,"Ensenada Sapzurro, Cabo Tiburón M Estación CTI 2",NA,"INVEMAR:SIMAC:1999","2013-08-20","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2013",NA,"INVEMAR:SIMAC:CenPec:CTI-2:2013:M1:036160",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6721666,NA,NA,NA,"jocu",-77.3566666,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,9,NA,NA,"452ac83c-fac3-4dec-b312-945233f83c33","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1376956800000,1376956800000,1376956800000,2013,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",9,205,28.33,29.45,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:CTI","Johanna Carolina Vega Sequeda | Laura Muñoz Escobar","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"3",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"20","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad medio.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 40' 19.7"""" N 77° 21' 23.9"""" W""","2013/08/20","""8° 40' 19.7"""" N""","Cabo Tiburón M","""77° 21' 23.9"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2003-07-17T10:45:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,18.2852096558,NA,NA,NA,NA,-64.677520752,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;","batchcode=VIRG-ST J-0700-0300;survey_index=1327;habitat_structure=HARD;permanent/random=random;management=VICR MSRI Study;trophic=P",NA,NA,NA,NA,"4676d960-f3ae-44f2-8781-4d4aaf1b924e","a9114765-9e28-4a43-9987-4fd9f398748a",NA,1.0584e+12,1.0584e+12,1.0584e+12,2003,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",58,2964,27.7,34.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0300.1327.6810",NA,"17","NOAA-CCMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","Teleostei","Lutjanus","04","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:CAP-1:2017-04-24","Area coralina","Animalia",NA,"Ensenada Capurganá Estación CAP 1",NA,"INVEMAR:SIMAC:1999","2017-04-24","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2017",NA,"INVEMAR:SIMAC:CenPec:CAP-1:2017:S4:038794",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.639,NA,NA,NA,"jocu",-77.3446666,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,3,2,NA,NA,"46897a73-a0c4-4542-8349-35562133da58","95dcd908-a6b9-4422-a441-42caa46724f5",2.5,1.492992e+12,1.492992e+12,1.492992e+12,2017,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-7,160,28.32,29.14,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:CAP","Raul Navas Camacho","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"24","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad somera.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 38' 20.4"""" N 77° 20' 40.7"""" W""","2017/04/24","""8° 38' 20.4"""" N""","Capurganá 1","""77° 20' 40.7"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017","Teleostei","Lutjanus","05","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:MAR-1:2017-05-10",NA,"Animalia",NA,"Parque Nacional Natural Old Providence and McBean Lagoon, Maracaibo, Estación MAR 1",NA,NA,"2017-05-10","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:MAR-1:2017:S:009960",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,13.375383,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-81.352517,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,7,2,NA,NA,"4be60b40-aacc-4b3f-b7eb-824493973eb3","7140a522-1379-452e-a8a7-8841a96fe656",4.5,1494374400000,1494374400000,1494374400000,2017,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-7,220,28.14,35.74,NA,"Providencia","individuos","INVEMAR:ICTac:AbunPec:MAR","González Corredor Juan David","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,"10","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Providencia",NA,"Verificado","800.250.062-0","Archipiélago de San Andrés, Providencia y Santa Catalina","http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"10/05/17",NA,"MARACAIBO",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","Teleostei","Lutjanus","6","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2001-06-04T00:29:09Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,21.843334198,NA,NA,NA,NA,-77.4655532837,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,1.8,1.8,NA,NA,"4c2e2ff6-2896-4124-a9e0-62bd3fe79c0e","e191604f-fe12-424a-9bc7-98100d969515",1.8,991612800000,991612800000,991612800000,2001,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",2,1780,27.38,36.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","4","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2006-07-24T11:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,18.3342704773,NA,NA,NA,NA,-64.6981201172,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;","batchcode=VIRG-ST J-0700-0600;survey_index=3379;habitat_structure=HARD;permanent/random=random;management=VICR CBO Study;trophic=P",NA,NA,NA,NA,"4e2e9f52-81a4-445b-bcdd-1f2f0f9854f9","a9114765-9e28-4a43-9987-4fd9f398748a",NA,1153699200000,1153699200000,1153699200000,2006,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",2,469,27.68,34.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0600.3379.16112",NA,"24","NOAA-CCMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","Teleostei","Lutjanus","04","Eupercaria incertae sedis","Lutjanidae","Chordata","Trinidad and Tobago",NA,NA,"Animalia",NA,"Frank Latours Jetty, Bon Accord Bay",NA,NA,"1965-04-14T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,11.25,NA,NA,NA,NA,-60.6666666667,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;",NA,NA,NA,NA,NA,"4e6b2e64-ae7e-4477-83b9-bd27eb01e621","b8617377-eb1c-4db2-baa6-8788a632e810",NA,-148867200000,-148867200000,-148867200000,1965,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-309,-4440,28,33.47,NA,NA,NA,NA,"Scott, W. B.;Crossman, E. J.;Wood, H. E.",NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,"Tobago",NA,NA,"41052","Fishes","14","ROM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SC65-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","Teleostei","Lutjanus","04","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:TIO-1:2015-04-09",NA,"Animalia",NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, Noroeste de Isla Tintipan Tiosolda, Estación TIO 1",NA,NA,"2015-04-09","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:TIO-1:2015:M:021416",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,9.8219444,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-75.8908333,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"511338ce-cc40-46df-83c0-ad6b29f671c0","7140a522-1379-452e-a8a7-8841a96fe656",10,1428537600000,1428537600000,1428537600000,2015,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",56,4500,28.85,34.85,NA,"Isla Tintipan","individuos","INVEMAR:ICTac:AbunPec:TIO","Díaz Sánchez Christian Michael | González Corredor Juan David","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Bolívar",NA,NA,NA,NA,"09","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Cartagena de Indias",NA,"Verificado","800.250.062-0","Archipiélago Corales del Rosario y San Bernardo","http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"09/04/15",NA,"Tiosolda",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
