"year","class","genus","month","order","family","phylum","country","eventID","habitat","kingdom","language","locality","modified","datasetID","eventDate","waterBody","references","countryCode","datasetName","fieldNumber","occurrenceID","rightsHolder","basisOfRecord","geodeticDatum","verbatimDepth","scientificName","vernacularName","decimalLatitude","higherGeography","locationRemarks","nameAccordingTo","specificEpithet","decimalLongitude","occurrenceStatus","scientificNameID","dynamicProperties","occurrenceRemarks","maximumDepthInMeters","minimumDepthInMeters","ownerInstitutionCode","bibliographicCitation","id","dataset_id","depth","date_start","date_mid","date_end","date_year","node_id","dropped","absence","marine","brackish","terrestrial","subphylum","infraphylum","parvphylum","gigaclass","subclass","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","classid","subclassid","orderid","familyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","georeferenceProtocol","island","organismQuantityType","parentEventID","recordedBy","sampleSizeUnit","sampleSizeValue","samplingEffort","samplingProtocol","taxonRank","verbatimCoordinateSystem","superclass","superclassid","license","maximumElevationInMeters","minimumElevationInMeters","organismQuantity","parentNameUsageID","scientificNameAuthorship","stateProvince","type","verbatimIdentification","catalogNumber","collectionCode","day","institutionCode","eventRemarks","identificationQualifier","identificationRemarks","identifiedBy","continent","county","fieldNotes","identificationVerificationStatus","institutionID","islandGroup","locationID","nomenclaturalCode","previousIdentifications","taxonomicStatus","verbatimCoordinates","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","municipality","footprintSRS","collectionID","recordNumber","individualCount","locationAccordingTo","nameAccordingToID","coordinateUncertaintyInMeters","higherClassification","preparations","georeferenceRemarks","otherCatalogNumbers","startDayOfYear","associatedReferences","dateIdentified","coordinatePrecision","sex","eventTime","accessRights","informationWithheld","georeferenceVerificationStatus","organismRemarks","verbatimSRS","georeferencedBy","georeferenceSources","endDayOfYear","acceptedNameUsage","footprintWKT","higherGeographyID"
"1999","Teleostei","Lutjanus","8","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"1999-08-30T12:00:00Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,20.1141662598,NA,NA,NA,NA,-87.4563903809,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,11.3,11.3,NA,NA,"7da21563-c60b-4c9e-9945-e02dcd19477d","e191604f-fe12-424a-9bc7-98100d969515",11.3,935971200000,935971200000,935971200000,1999,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",44,1168,27.96,35.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","30","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","Teleostei","Lutjanus","10","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"1999-10-05T00:23:37Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,11.7421503067,NA,NA,NA,NA,-66.8577194214,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,13.7,13.7,NA,NA,"7dccb4d6-be23-4405-82ea-1cef04922f7b","e191604f-fe12-424a-9bc7-98100d969515",13.7,939081600000,939081600000,939081600000,1999,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",115,257,27.49,35.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agrra_fish","agrra_fish","5","AGRRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019","Teleostei","Lutjanus","12","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:GAY-2:2019-12-12",NA,"Animalia",NA,"Parque Nacional Natural Tayrona, Bahía Granate, Estación GRA 2",NA,NA,"2019-12-12","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:GAY-2:2019:M:028299",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,11.3313611,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-74.1169444,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,8,NA,NA,"7f0a0b71-b632-4d8c-9f21-5766ca4b026a","7140a522-1379-452e-a8a7-8841a96fe656",10,1576108800000,1576108800000,1576108800000,2019,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-78,50,27.31,35.36,NA,NA,"individuos","INVEMAR:ICTac:AbunPec:GAY","Navas Camacho Raul","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Magdalena",NA,NA,NA,NA,"12","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Santa Marta",NA,"Verificado","800.250.062-0",NA,"http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"12/12/19",NA,"Gayraca 2",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","Teleostei","Lutjanus","12","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:CTI-2:2011-12-13","Area coralina","Animalia",NA,"Ensenada Sapzurro, Cabo Tiburón M Estación CTI 2",NA,"INVEMAR:SIMAC:1999","2011-12-13","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2011",NA,"INVEMAR:SIMAC:CenPec:CTI-2:2011:M10:032445",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6721666,NA,NA,NA,"jocu",-77.3566666,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,9,NA,NA,"7fb41b74-1f2f-4b79-b691-9d583ddc05f9","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1323734400000,1323734400000,1323734400000,2011,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",9,205,28.33,29.45,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:CTI","Kelly Gómez Campo | Maura Maruri Cruz","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"2",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"13","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad medio.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 40' 19.7"""" N 77° 21' 23.9"""" W""","2011/12/13","""8° 40' 19.7"""" N""","Cabo Tiburón M","""77° 21' 23.9"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","Teleostei","Lutjanus","5","Eupercaria incertae sedis","Lutjanidae","Chordata","Brasil","DFB2003051701","Marine","Animalia","pt","Mangue de Caropeba, Farol de São Tomé, Campos dos Goytacazes","2003-09-20",NA,"2003-5","Paraiba",NA,NA,"Coleção Ictiológica (MNRJ), Museu Nacional(MN), Universidade Federal do Rio de Janeiro(UFRJ)","DFB2003051701","br:MN:MNRJ:25684","Museu Nacional, Universidade Federal do Rio de Janeiro","PreservedSpecimen","unknown",NA,"Lutjanus jocu",NA,-22.05,NA,NA,NA,"jocu",-41.05,NA,NA,NA,NA,NA,NA,"UFRJ",NA,"800cf1c0-8652-4bf3-bb72-b2673dc9af76","8ba043fd-a7c5-4562-a56b-dc1225d03937",NA,1051747200000,1053043200000,1054339200000,2003,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",6,585,23.56,36.26,NA,NA,NA,NA,"D.F.Belote",NA,NA,NA,NA,"species",NA,"Actinopteri",843664,"Content licensed under Creative Commons Attribution-Non-Comercia 4.0 International License",NA,NA,NA,NA,NA,"Rio de Janeiro","Collection",NA,"25684","MNRJ_Ictiologia",NA,"MNRJ","Available uppon request.",NA,NA,"F.A.G.Melo","América do Sul","Campos dos Goytacazes","May be available for consultation at Setor de Ictiologia, Museu Nacional, Universidade Federal do Rio de Janeiro",NA,"CNPJ33663683/0029-17",NA,NA,NA,NA,NA,NA,NA,NA,"Mangue de Caropeba, Farol de São Tomé, Campos dos Goytacazes",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","No information is withheld.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","Teleostei","Lutjanus","5","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,"Praia Vermelha Saco da Praia Vermelha",NA,NA,"2004-05-22T12:00:00Z",NA,NA,NA,NA,"10",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-23.193,NA,NA,NA,NA,-44.644,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,10.4,10.4,NA,NA,"813aeca4-8cb2-4b33-9887-5c40971be5f8","eddee438-1ec9-4e50-83ca-a7ee7bc324cc",10.4,1.085184e+12,1.085184e+12,1.085184e+12,2004,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-72,78,23.73,35.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"FFRMGFGJG489","Reef Fish","22","MMA/BIO23",NA,NA,NA,"Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","Teleostei","Lutjanus","10","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:COC-1:2016-10-06",NA,"Animalia",NA,"Parque Nacional Natural Corales del Rosario y San Bernardo, La Coca, Estación COC 1",NA,NA,"2016-10-06","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:COC-1:2016:S:001527",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,10.1708889,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-75.7888611,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,7,2,NA,NA,"82116458-a4ac-4cf6-a929-1b09b48648e8","7140a522-1379-452e-a8a7-8841a96fe656",4.5,1.475712e+12,1.475712e+12,1.475712e+12,2016,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",6,423,28.7,35.19,NA,NA,"individuos","INVEMAR:ICTac:AbunPec:COC","Navas Camacho Raul","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Bolívar",NA,NA,NA,NA,"06","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Cartagena de Indias",NA,"Verificado","800.250.062-0","Archipiélago Corales del Rosario y San Bernardo","http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"06/10/16",NA,"La Coca",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata","Brasil","DFM2005071301","Brackish Water","Animalia","pt","sistema lagunar do Sul e Leste, Ilha grande, RJ","2007-07-11",NA,"2005-7-13","Sudeste",NA,NA,"Coleção Ictiológica (MNRJ), Museu Nacional(MN), Universidade Federal do Rio de Janeiro(UFRJ)","DFM2005071301","br:MN:MNRJ:30968","Museu Nacional, Universidade Federal do Rio de Janeiro","PreservedSpecimen","unknown",NA,"Lutjanus jocu",NA,-23.16666667,NA,NA,NA,"jocu",-44.28333333,NA,NA,NA,NA,NA,NA,"UFRJ",NA,"83c96527-4a57-4f56-8714-670f4116f14f","8ba043fd-a7c5-4562-a56b-dc1225d03937",NA,1121212800000,1121212800000,1121212800000,2005,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-9,-1195,23.71,36.07,NA,NA,NA,NA,"D.f.Moraes,J.R.Gomes,A.Cardoso",NA,NA,NA,NA,"species",NA,"Actinopteri",843664,"Content licensed under Creative Commons Attribution-Non-Comercia 4.0 International License",NA,NA,NA,NA,NA,"Rio de Janeiro","Collection",NA,"30968","MNRJ_Ictiologia","13","MNRJ","Available uppon request.",NA,NA,"J.R.Gomes","America do Sul","Angra dos Reis","May be available for consultation at Setor de Ictiologia, Museu Nacional, Universidade Federal do Rio de Janeiro",NA,"CNPJ33663683/0029-17",NA,NA,NA,NA,NA,NA,NA,NA,"sistema lagunar do Sul e Leste, Ilha grande, RJ",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"Tag 4783",NA,NA,"2007",NA,NA,NA,"http://creativecommons.org/licenses/by-nc/4.0/","No information is withheld.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","Teleostei","Lutjanus","05","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:ICTac:AbunPec:MAR-1:2016-05-05",NA,"Animalia",NA,"Parque Nacional Natural Old Providence and McBean Lagoon, Maracaibo, Estación MAR 1",NA,NA,"2016-05-05","Mar Caribe",NA,"CO",NA,NA,"INVEMAR:ICTac:AbunPec:MAR-1:2016:S:009331",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,13.375383,NA,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus jocu (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798 on 2021-10-03","jocu",-81.352517,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,7,2,NA,NA,"8484f7b6-e1ce-4d37-9cc2-a516e0f8e845","7140a522-1379-452e-a8a7-8841a96fe656",4.5,1462406400000,1462406400000,1462406400000,2016,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-7,220,28.14,35.74,NA,"Providencia","individuos","INVEMAR:ICTac:AbunPec:MAR","González Corredor Juan David","metros cuadrados","60","10 transectos de banda de 2 x 30","Transectos de banda","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Archipiélago de San Andrés, Providencia y Santa Catalina",NA,NA,NA,NA,"05","Instituto de Investigaciones Marinas y Costeras José Benito Vives de Andréis (Invemar)",NA,NA,NA,NA,"SA","Providencia",NA,"Verificado","800.250.062-0","Archipiélago de San Andrés, Providencia y Santa Catalina","http://marineregions.org/mrgid/25303",NA,"Lutjanus jocu","Aceptado",NA,"05/05/16",NA,"MARACAIBO",NA,NA,NA,NA,NA,NA,"Dato in situ usando GPS | Estandarización político andministrativa Colombia DANE - Divipola | Marine Regions Gazetteer - MRG","http://www.marinespecies.org/aphia.php?p=taxdetails&id=159798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2009-07-14T14:25:12Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,18.3508396149,NA,NA,NA,NA,-64.6979827881,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;","batchcode=VIRG-ST J-0700-0900;survey_index=5219;habitat_structure=HARD;permanent/random=random;management=VICR CBI Study;trophic=P",NA,NA,NA,NA,"84ad2a8d-0bc1-4e1e-9b75-1320cc79cb56","a9114765-9e28-4a43-9987-4fd9f398748a",NA,1247529600000,1247529600000,1247529600000,2009,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-20,121,27.68,34.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0900.5219.24048",NA,"14","NOAA-CCMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","Teleostei","Lutjanus","9","Eupercaria incertae sedis","Lutjanidae","Chordata","Trinidad and Tobago",NA,NA,"Animalia",NA,"Caribbean; Tobago; Bon Accord Lagoon; Grass Flat and Mangrove Roots.",NA,NA,"1990-09-11T12:00:00Z","Atlantic",NA,NA,NA,"JTW 90-13",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,11.1666669846,NA,NA,NA,NA,-60.8188896179,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,3,NA,NA,"Department of Vertebrate Zoology, Research and Collections Information System, NMNH, Smithsonian Institution","84f22eb8-3bea-4f13-b4e3-6e0384650baf","d6d6fe4c-425f-4ce7-bf28-7a6befaeb413",3,653011200000,653011200000,653011200000,1990,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-2,-48,27.95,33.43,NA,NA,NA,NA,"J. Williams, J. Howe, S. Blum, M. Nizinski & G. Johnson",NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"319245.5214833","Vertebrate Zoology; Fishes","11","USNM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.0",NA,NA,NA,NA,NA,NA,NA,NA,"National Museum of Natural History, Smithsonian Institution",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","Teleostei","Lutjanus","2","Eupercaria incertae sedis","Lutjanidae","Chordata","Brazil",NA,NA,"Animalia",NA,"Pedra do Silva, Itacolomis Reefs",NA,NA,"2000-02-16T12:00:00Z","South Atlantic",NA,NA,NA,"16",NA,NA,"PreservedSpecimen",NA,NA,"Lutjanus jocu",NA,-16.895833,NA,NA,NA,NA,-39.091389,NA,"urn:lsid:marinespecies.org:taxname:159798",NA,NA,12.5,1,NA,NA,"8529ffc5-a8b1-4e41-909d-d1bffd8eddbb","7a950cb1-88cc-4401-9368-1495e64586ff",6.75,950659200000,950659200000,950659200000,2000,"dde0dbd3-92fb-41e6-9f51-b1ae930a934b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",6,2060,25.81,36.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,"(Bloch & Schneider, 1801)",NA,NA,NA,"MFSFAF698","RAP","16","CI_BR",NA,NA,NA,NA,NA,"Abrolhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","Teleostei","Lutjanus","06","Eupercaria incertae sedis","Lutjanidae","Chordata","Colombia","INVEMAR:SIMAC:CenPec:ZAP-1:2004-06-09","Area coralina","Animalia",NA,"Ensenada Sapzurro, fuera de la punta rocosa Sapzurro M Estación ZAP 1",NA,"INVEMAR:SIMAC:1999","2004-06-09","Mar Caribe",NA,"CO","Sistema de Monitoreo de Arrecifes Coralinos - SIMAC 2004",NA,"INVEMAR:SIMAC:CenPec:ZAP-1:2004:M8:010282",NA,"HumanObservation","WGS84",NA,"Lutjanus jocu",NA,8.6621388,NA,NA,NA,"jocu",-77.3587222,"present","urn:lsid:marinespecies.org:taxname:159798",NA,NA,12,9,NA,NA,"855e4111-956e-47cd-af7a-7d1b05713c86","95dcd908-a6b9-4422-a441-42caa46724f5",10.5,1086739200000,1086739200000,1086739200000,2004,"d2f71b1b-9138-4aba-ad8f-8327ac3d041e",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",-18,179,28.32,29.14,NA,NA,"Individuos","INVEMAR:SIMAC:CenPec:ZAP","Sonia Bejarano | Martha Alejandra Ortiz Del Rio","metros cuadrados","60","5 censos X 2 personas X 3 parcelas= 30 censos","Protocolo SIMAC - Censo abundancia de peces arrecifales","Especie",NA,"Actinopteri",843664,NA,NA,NA,"1",NA,"(Bloch & Schneider, 1801)","Chocó",NA,NA,NA,NA,"09","Instituto de Investigaciones Marinas y Costeras “José Benito Vives de Andréis” (Invemar)","Nivel profundidad intermedio.",NA,NA,NA,"SA","Acandí","El número junto a letra que indica la parcela (S, M, P) corresponde al transecto evaluado.","Verificado","800250062-0",NA,"http://marineregions.org/mrgid/25303","ICZN","Lutjanus jocu","Válido","""8° 39' 43.6"""" N 77° 21' 31.3"""" W""","2004/06/09","""8° 39' 43.6"""" N""","Zapsurro M","""77° 21' 31.3"""" W""","Capurganá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","Teleostei","Lutjanus","7","Eupercaria incertae sedis","Lutjanidae","Chordata",NA,NA,NA,"Animalia",NA,NA,NA,NA,"2007-07-24T10:49:48Z",NA,NA,NA,NA,NA,NA,NA,"HumanObservation",NA,NA,"Lutjanus jocu",NA,18.3301792145,NA,NA,NA,NA,-64.6955871582,NA,"urn:lsid:marinespecies.org:taxname:159798","observedindividualcount=1;","batchcode=VIRG-ST J-0700-0700;survey_index=3964;habitat_structure=HARD;permanent/random=random;management=VICR CBO Study;trophic=P",NA,NA,NA,NA,"870f229f-bd16-4047-8fa5-a7647bd5d98d","a9114765-9e28-4a43-9987-4fd9f398748a",NA,1185235200000,1185235200000,1185235200000,2007,"310922b4-9d0c-4de1-92d7-9b442d34765b",FALSE,FALSE,TRUE,TRUE,NA,"Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Teleostei","Lutjanus jocu",2,1821,146419,1828,152352,10194,293496,293496,1517577,151453,159791,159798,159798,"Lutjanus jocu",2,449,27.7,34.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Actinopteri",843664,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIRG-ST J-0700-0700.3964.18153",NA,"24","NOAA-CCMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
