Title,DOI,LatH,LatM,LatS,Dir,decimalLatitude,LonH,LonM,LonS,Dir,decimalLongitude,Depth,Date
Puddingwife wrasse: an important trophic link of an isolated oceanic island in Brazil,10.1007/s10641-022-01265-1,0,55,2,N,0.9172222222,29,20,42,W,-29.345,5-20,July 2010
Interregional cytogenetic comparisons in halichoeres and thalassoma wrasses (Labridae) of coastal and insular regions of the Southwestern Atlantic,10.4238/gmr16029650,0,55,2,N,0.9172222222,29,20,44,W,-29.34555556,,
Interregional cytogenetic comparisons in halichoeres and thalassoma wrasses (Labridae) of coastal and insular regions of the Southwestern Atlantic,10.4238/gmr16029651,3,51,20,S,-3.855555556,32,25,32,W,-32.42555556,,
"Co-located 18S/5S rDNA arrays: an ancient and unusual chromosomal trait in Julidini species (Labridae, Perciformes)",10.3897/CompCytogen.v10i4.10227,3,51,20,S,-3.855555556,32,25,32,W,-32.42555556,,
Nuclear-follower foraging associations of reef fishes and other animals at an oceanic archipelago,10.1007/s10641-006-9123-3,3,50,,S,-3.833333333,32,25,,W,-32.41666667,,
"Cleaning Symbiosis Between Hawksbill Turtles and Reef Fishes at Fernando de Noronha Archipelago, off Northeast Brazil",10.2744/1071-8443(2006)5[284:CSBHTA]2.0.CO;2,3,50,,S,-3.833333333,32,25,,W,-32.41666667,,
Home range areas and activity centres in six species of Caribbean wrasses (Labridae),10.1111/j.0022-1112.2005.00589.x,17,36,,N,17.6,64,36,,W,-64.6,,
Behavioural overlap in six Caribbean labrid species: Intra- and interspecific similarities,10.1023/A:1019675323053,17,36,,N,17.6,64,36,,W,-64.6,,
