"","full_auc","cv_auc","full_tss","cv_tss","full_boyce","cv_boyce","model"
"1",0.757626063498651,0.44594314173065,0.447395725254202,0.072214152313758,0.996,0.617,1
"2",0.772566922598049,0.501763851421457,0.460053953102303,0.129072421664246,0.992,0.574,2
"3",0.765511516912222,0.53289064121187,0.472712180950404,0.138202946669433,0.998,0.584,3
