Title,DOI,LatH,LatM,LatS,Dir,decimalLatitude,LonH,LonM,LonS,Dir,decimalLongitude,Depth,Date
Inconspicuous genetic and morphological patterns challenge the taxonomic status of endemic species Bodianus insularis (Labridae),10.1016/j.jcz.2020.03.004,12,58,,S,-12.96666667,38,31,,W,-38.51666667,,
Follower fish of the goldspotted eel Myrichthys ocellatus with a review on anguilliform fish as nuclear species,10.1186/s10152-017-0503-1,22,57,,S,,42,1,,W,,,
"Karyoevolutionary aspects of Atlantic hogfishes (Labridae-Bodianinae), with evidence of an atypical decondensed argentophilic heterochromatin",10.1016/j.margen.2012.01.001,12,58,,S,-12.96666667,38,31,,W,-38.51666667,,
"First record of a pughead Spanish hogfish Bodianus rufus (Linnaeus, 1758)",10.1007/s00338-007-0229-7,20,40,,S,,40,21,,W,,,
Feeding habits and interspecific feeding associations of Caranx latus (Carangidae) in a subtropical reef,10.1023/A:1011064923544,23,47,,S,,45,10,,W,,5-12,1998-1999
"Nerocila benrosei N-Sp (Isopoda : Cymothoidae), an external parasite of hogfishes from the northern Bahamas",10.2307/3285665,26,31,,N,,78,39,,W,,,
