"basisOfRecord","catalogNumber","collectionCode","country","county","day","decimalLatitude","decimalLongitude","eventDate","fieldNumber","institutionCode","locality","maximumDepthInMeters","minimumDepthInMeters","month","scientificName","scientificNameAuthorship","scientificNameID","waterBody","year","id","dataset_id","node_id","depth","date_start","date_mid","date_end","date_year","dropped","absence","marine","brackish","kingdom","phylum","subphylum","infraphylum","parvphylum","gigaclass","superclass","class","subclass","order","family","subfamily","genus","species","kingdomid","phylumid","subphylumid","infraphylumid","parvphylumid","gigaclassid","superclassid","classid","subclassid","orderid","familyid","subfamilyid","genusid","speciesid","aphiaID","originalScientificName","bathymetry","shoredistance","sst","sss","identifiedBy","occurrenceRemarks","recordedBy","stateProvince","typeStatus"
"PreservedSpecimen","MFSFAF998","RAP","Brazil","Abrolhos","12",-18.020278,-38.988333,"2000-02-12T12:00:00Z","4","CI_BR","Sequeiro of Popa Verde II",15.9,3.9,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","b40491a2-de7e-45d1-bc95-6a9c977cf61d","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",9.9,950313600000,950313600000,950313600000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",7,23789,25.91,36.98,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1006","RAP","Brazil","Abrolhos","19",-17.745556,-38.918889,"2000-02-19T12:00:00Z","20","CI_BR","Pedra Grande Reef, Parcel das Paredes",18,9.5,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","c32ff2db-418c-4b2e-b7d7-2e405ac44eef","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",13.75,950918400000,950918400000,950918400000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",6,19356,25.89,36.97,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1012","RAP","Brazil","Abrolhos","23",-18.012778,-38.639444,"2000-02-23T12:00:00Z","30","CI_BR","Eastern Parcel dos Abrolhos, Abrolhos National Park",18,10,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","d0cc0bcb-8bf1-4caf-86e8-66f4738985df","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",14,9.51264e+11,9.51264e+11,9.51264e+11,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",7,6984,25.91,37.11,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF999","RAP","Brazil","Abrolhos","13",-18.005833,-38.938889,"2000-02-13T12:00:00Z","8","CI_BR","Eastern Popa Verde",23.3,8.7,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","db6f5ef8-7756-461d-807d-35fad5faaa27","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",16,9.504e+11,9.504e+11,9.504e+11,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",10,24391,25.91,36.98,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1000","RAP","Brazil","Abrolhos","15",-16.951389,-39.113333,"2000-02-15T12:00:00Z","13","CI_BR","Mato Grosso Reef",6,1,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","e041e7f9-52b0-4ce5-baf8-f7391d2b9405","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",3.5,950572800000,950572800000,950572800000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",5,38,25.86,36.9,NA,NA,NA,NA,NA
"PreservedSpecimen","FFRMGFGJG1387","Reef Fish",NA,NA,"27",-23.137,-44.326,"2004-05-27T12:00:00Z","39","MMA/BIO23","Ponta Longa Ilha Grande",27.5,27.5,"5","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066",NA,"2004","e307a812-dc8f-405a-a7c2-19084209cf2b","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",27.5,1.085616e+12,1.085616e+12,1.085616e+12,2004,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",-1,69,23.74,36.02,"Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1011","RAP","Brazil","Abrolhos","22",-17.721389,-38.601389,"2000-02-22T12:00:00Z","28","CI_BR","Border of Caladas Falsas Bank",25,16,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","e332fb61-a58b-4a59-bbdc-d647d5bf536c","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",20.5,951177600000,951177600000,951177600000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",13,28518,25.95,37.11,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1015","RAP","Brazil","Abrolhos","25",-17.682222,-38.966389,"2000-02-25T12:00:00Z","36","CI_BR","Lixa Reef, Parcel das Paredes",12.5,4.5,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","e5dd4a4b-1087-4edc-914a-eef15deaab07","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",8.5,951436800000,951436800000,951436800000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",5,10749,25.89,36.97,NA,NA,NA,NA,NA
"PreservedSpecimen","FFRMGFGJG1384","Reef Fish",NA,NA,"21",-23.291,-44.506,"2004-05-21T12:00:00Z","1","MMA/BIO23","Ponta de Juatinga",22.5,22.5,"5","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066",NA,"2004","ead876a2-73e9-44e0-9376-cd8600b65e60","eddee438-1ec9-4e50-83ca-a7ee7bc324cc","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",22.5,1085097600000,1085097600000,1085097600000,2004,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",22,8,23.65,36.01,"Ferreira, C.E.L.; Ferreira, C.G.W.; Rangel, C.A.; Mendonca, J.P.; Gerhardinger, L.C.; Filho, A.C.; Godoy, E.A.; Junior, O.L.; Gasparini, J.L.",NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1010","RAP","Brazil","Abrolhos","21",-18.003889,-38.703611,"2000-02-21T12:00:00Z","26","CI_BR","Western Parcel dos Abrolhos, Abrolhos National Park",NA,NA,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","f9299bdf-339f-42f4-b31f-f6c31e04adcf","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",NA,951091200000,951091200000,951091200000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",5,2488,25.91,37.08,NA,NA,NA,NA,NA
"PreservedSpecimen","MFSFAF1009","RAP","Brazil","Abrolhos","20",-17.813056,-39.011111,"2000-02-20T12:00:00Z","24","CI_BR","Wertern Parcel das Paredes",11,3,"2","Scarus zelindae","Moura, Figueiredo & Sazima, 2001","urn:lsid:marinespecies.org:taxname:276066","South Atlantic","2000","fa376c79-270d-480d-8648-0469e427a14b","7a950cb1-88cc-4401-9368-1495e64586ff","dde0dbd3-92fb-41e6-9f51-b1ae930a934b",7,951004800000,951004800000,951004800000,2000,FALSE,FALSE,TRUE,FALSE,"Animalia","Chordata","Vertebrata","Gnathostomata","Osteichthyes","Actinopterygii","Actinopteri","Teleostei","Teleostei","Eupercaria incertae sedis","Scaridae","Scarinae","Scarus","Scarus zelindae",2,1821,146419,1828,152352,10194,843664,293496,293496,1517577,125557,151787,159299,276066,276066,"Scarus zelindae",2,18151,25.9,36.95,NA,NA,NA,NA,NA
