FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.42669,42669,1003662,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR14,Two Islands,13.4,-81.37,2011-03-20T00:00:00,2,Chordata,Actinopterygii,Monacanthidae,Cantherhines pullus,2,2,MLD,POINT (-81.37 13.4)
M1_DATA.42671,42671,1003662,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR14,Two Islands,13.4,-81.37,2011-03-20T00:00:00,2,Chordata,Actinopterygii,Haemulidae,Haemulon plumierii,1,1,MLD,POINT (-81.37 13.4)
M1_DATA.42676,42676,1003662,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR14,Two Islands,13.4,-81.37,2011-03-20T00:00:00,2,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,2,MLD,POINT (-81.37 13.4)
M1_DATA.42678,42678,1003663,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR14,Two Islands,13.4,-81.37,2011-03-20T00:00:00,3.5,Chordata,Actinopterygii,Acanthuridae,Acanthurus bahianus,1,5,NJM,POINT (-81.37 13.4)
M1_DATA.42685,42685,1003663,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR14,Two Islands,13.4,-81.37,2011-03-20T00:00:00,3.5,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,55,NJM,POINT (-81.37 13.4)
M1_DATA.42687,42687,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Acanthuridae,Acanthurus bahianus,1,2,NAW,POINT (-81.4 13.4)
M1_DATA.42692,42692,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf saxatilis,1,16,GER,POINT (-80.26 14.46)
M1_DATA.42694,42694,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Balistidae,Balistes vetula,2,1,GER,POINT (-80.26 14.46)
M1_DATA.42696,42696,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Monacanthidae,Cantherhines pullus,1,1,GER,POINT (-80.26 14.46)
M1_DATA.42701,42701,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Chromis cyanea,1,70,GER,POINT (-80.26 14.46)
M1_DATA.42703,42703,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,2,25,GER,POINT (-80.26 14.46)
M1_DATA.42710,42710,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Labridae,Halichoeres radiatus,2,1,GER,POINT (-80.26 14.46)
M1_DATA.42712,42712,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Kyphosidae,Kyphosus vaigiensis,1,20,GER,POINT (-80.26 14.46)
M1_DATA.42719,42719,912344745,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,6,Chordata,Actinopterygii,Scaridae,Sparisoma viride,2,4,RWH,POINT (-82.1 9.28)
M1_DATA.42721,42721,912344750,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,4,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,1,SJ,POINT (-82.1 9.28)
M1_DATA.42726,42726,912344750,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,4,Chordata,Actinopterygii,Sparidae,Sparid spp.,1,2,SJ,POINT (-82.1 9.28)
M1_DATA.42731,42731,912354155,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2017-07-04T00:00:00,3,Chordata,Actinopterygii,Scaridae,Sparisoma rubripinne,1,3,JSE,POINT (-82.1 9.28)
M1_DATA.42732,42732,912354155,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2017-07-04T00:00:00,3,Chordata,Actinopterygii,Scaridae,Sparisoma viride,1,2,JSE,POINT (-82.1 9.28)
M1_DATA.42733,42733,912354155,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2017-07-04T00:00:00,3,Chordata,Actinopterygii,Haemulidae,Haemulon plumierii,2,3,WW,POINT (-82.1 9.28)
M1_DATA.42764,42764,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Sparidae,Calamus calamus,2,1,NAW,POINT (-81.4 13.4)
M1_DATA.42765,42765,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,2,12,NAW,POINT (-81.4 13.4)
M1_DATA.42766,42766,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Carangidae,Caranx ruber,2,6,NAW,POINT (-81.4 13.4)
M1_DATA.42780,42780,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Scaridae,Sparisoma viride,2,3,NAW,POINT (-81.4 13.4)
M1_DATA.42781,42781,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,1,2,NAW,POINT (-81.4 13.4)
M1_DATA.42782,42782,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,2,NAW,POINT (-81.4 13.4)
M1_DATA.42783,42783,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Labridae,Thalassoma bifasciatum,1,80,NAW,POINT (-81.4 13.4)
M1_DATA.42797,42797,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Aulostomidae,Aulostomus maculatus,1,2,MLD,POINT (-81.4 13.4)
M1_DATA.42798,42798,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,1,7,MLD,POINT (-81.4 13.4)
M1_DATA.42799,42799,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Carangidae,Caranx ruber,1,1,MLD,POINT (-81.4 13.4)
M1_DATA.42800,42800,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,2,MLD,POINT (-81.4 13.4)
M1_DATA.42814,42814,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Carangidae,Caranx ruber,2,200,GER,POINT (-80.24 14.46)
M1_DATA.42815,42815,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Labridae,Clepticus parrae,2,350,GER,POINT (-80.24 14.46)
M1_DATA.42816,42816,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Gobiidae,Coryphopterus personatus,2,100,GER,POINT (-80.24 14.46)
M1_DATA.42817,42817,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Gobiidae,Elacatinus evelynae,1,6,GER,POINT (-80.24 14.46)
M1_DATA.42830,42830,912346373,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR34,Little Nirvana,14.3,-80.36,2016-08-25T00:00:00,10,Chordata,Actinopterygii,Acanthuridae,Acanthurus bahianus,1,3,GER,POINT (-80.36 14.3)
M1_DATA.44847,44847,1003635,United States,Floridian,Tropical Atlantic,CAR3,Windjammer wreck,24.62,-82.94,2011-03-08T00:00:00,5,Chordata,Actinopterygii,Lutjanidae,Ocyurus chrysurus,2,343,GJE,POINT (-82.94 24.62)
M1_DATA.44861,44861,1003636,United States,Floridian,Tropical Atlantic,CAR3,Windjammer wreck,24.62,-82.94,2011-03-08T00:00:00,5.5,Chordata,Actinopterygii,Kyphosidae,Kyphosus sectatrix,1,7,GJE,POINT (-82.94 24.62)
M1_DATA.44862,44862,1003659,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,8.5,Chordata,Actinopterygii,Acanthuridae,Acanthurus coeruleus,2,1,NAW,POINT (-81.4 13.37)
M1_DATA.44863,44863,1003659,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,8.5,Chordata,Actinopterygii,Balistidae,Balistes vetula,2,1,NAW,POINT (-81.4 13.37)
M1_DATA.44864,44864,1003659,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,8.5,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,2,4,NAW,POINT (-81.4 13.37)
M1_DATA.44878,44878,1003660,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,9,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus arcuatus,2,1,GJE,POINT (-81.4 13.37)
M1_DATA.44879,44879,1003660,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,9,Chordata,Actinopterygii,Scaridae,Sparisoma aurofrenatum,2,3,GJE,POINT (-81.4 13.37)
M1_DATA.44880,44880,1003660,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,9,Chordata,Actinopterygii,Pomacentridae,Stegastes adustus,1,10,GJE,POINT (-81.4 13.37)
M1_DATA.44881,44881,1003660,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR12,Sena,13.37,-81.4,2011-03-19T00:00:00,9,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,43,GJE,POINT (-81.4 13.37)
M1_DATA.44894,44894,1003636,United States,Floridian,Tropical Atlantic,CAR3,Windjammer wreck,24.62,-82.94,2011-03-08T00:00:00,5.5,Chordata,Actinopterygii,Pomacentridae,Stegastes leucostictus,1,23,GJE,POINT (-82.94 24.62)
M1_DATA.44895,44895,1003636,United States,Floridian,Tropical Atlantic,CAR3,Windjammer wreck,24.62,-82.94,2011-03-08T00:00:00,5.5,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,1,36,GJE,POINT (-82.94 24.62)
M1_DATA.44896,44896,1003636,United States,Floridian,Tropical Atlantic,CAR3,Windjammer wreck,24.62,-82.94,2011-03-08T00:00:00,5.5,Chordata,Actinopterygii,Labridae,Thalassoma bifasciatum,2,105,GJE,POINT (-82.94 24.62)
M1_DATA.44897,44897,912346369,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR30,S35 Serrana,14.36,-80.23,2016-08-21T00:00:00,7,Chordata,Actinopterygii,Apogonidae,Apogon townsendi,2,1,GER,POINT (-80.23 14.36)
M1_DATA.44898,44898,912346369,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR30,S35 Serrana,14.36,-80.23,2016-08-21T00:00:00,7,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,1,22,GER,POINT (-80.23 14.36)
M1_DATA.44911,44911,912346370,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR31,S25Serrana,14.41,-80.19,2016-08-22T00:00:00,6,Chordata,Actinopterygii,Pomacentridae,Chromis cyanea,1,35,GER,POINT (-80.19 14.41)
M1_DATA.44912,44912,912346370,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR31,S25Serrana,14.41,-80.19,2016-08-22T00:00:00,6,Chordata,Actinopterygii,Labridae,Halichoeres garnoti,1,23,GER,POINT (-80.19 14.41)
M1_DATA.44913,44913,912346370,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR31,S25Serrana,14.41,-80.19,2016-08-22T00:00:00,6,Chordata,Actinopterygii,Holocentridae,Neoniphon marianus,2,1,GER,POINT (-80.19 14.41)
M1_DATA.44914,44914,1003664,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR13,Starboard Harbour Buoy,13.39,-81.38,2011-03-20T00:00:00,6.5,Chordata,Actinopterygii,Lutjanidae,Lutjanus apodus,1,2,NJM,POINT (-81.38 13.39)
M1_DATA.44928,44928,1003665,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR13,Starboard Harbour Buoy,13.39,-81.38,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,1,10,GJE,POINT (-81.38 13.39)
M1_DATA.44929,44929,1003665,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR13,Starboard Harbour Buoy,13.39,-81.38,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Labridae,Thalassoma bifasciatum,1,38,GJE,POINT (-81.38 13.39)
M1_DATA.44930,44930,1003667,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR13,Starboard Harbour Buoy,13.39,-81.38,2011-03-20T00:00:00,7.1,Chordata,Actinopterygii,Acanthuridae,Acanthurus coeruleus,2,7,NB,POINT (-81.38 13.39)
M1_DATA.44931,44931,1003667,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR13,Starboard Harbour Buoy,13.39,-81.38,2011-03-20T00:00:00,7.1,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,2,1,NB,POINT (-81.38 13.39)
M1_DATA.44961,44961,912340395,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON10,Angel City South,12.1,-68.29,2012-06-13T00:00:00,14.5,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,2,4,RSS,POINT (-68.29 12.1)
M1_DATA.44962,44962,912340395,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON10,Angel City South,12.1,-68.29,2012-06-13T00:00:00,14.5,Chordata,Actinopterygii,Pomacentridae,Chromis multilineata,1,500,RSS,POINT (-68.29 12.1)
M1_DATA.44963,44963,912340395,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON10,Angel City South,12.1,-68.29,2012-06-13T00:00:00,14.5,Chordata,Actinopterygii,Labridae,Clepticus parrae,1,120,RSS,POINT (-68.29 12.1)
M1_DATA.44964,44964,912340395,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON10,Angel City South,12.1,-68.29,2012-06-13T00:00:00,14.5,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,1,20,RSS,POINT (-68.29 12.1)
M1_DATA.45011,45011,1003638,Cayman Islands,Greater Antilles,Tropical Atlantic,CAR4,Grand Cayman anchorage,19.31,-81.39,2011-03-12T00:00:00,6.5,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,3,MLD,POINT (-81.39 19.31)
M1_DATA.45012,45012,1003638,Cayman Islands,Greater Antilles,Tropical Atlantic,CAR4,Grand Cayman anchorage,19.31,-81.39,2011-03-12T00:00:00,6.5,Chordata,Actinopterygii,Pomacentridae,Chromis cyanea,1,250,MLD,POINT (-81.39 19.31)
M1_DATA.45013,45013,1003638,Cayman Islands,Greater Antilles,Tropical Atlantic,CAR4,Grand Cayman anchorage,19.31,-81.39,2011-03-12T00:00:00,6.5,Chordata,Actinopterygii,Pomacentridae,Chromis multilineata,1,34,MLD,POINT (-81.39 19.31)
M1_DATA.45014,45014,1003638,Cayman Islands,Greater Antilles,Tropical Atlantic,CAR4,Grand Cayman anchorage,19.31,-81.39,2011-03-12T00:00:00,6.5,Chordata,Actinopterygii,Haemulidae,Haemulon flavolineatum,1,3,MLD,POINT (-81.39 19.31)
M1_DATA.45015,45015,1003638,Cayman Islands,Greater Antilles,Tropical Atlantic,CAR4,Grand Cayman anchorage,19.31,-81.39,2011-03-12T00:00:00,6.5,Chordata,Actinopterygii,Holocentridae,Holocentrus rufus,2,1,MLD,POINT (-81.39 19.31)
M1_DATA.45028,45028,912340396,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON11,Invisibles North,12.07,-68.28,2012-06-13T00:00:00,12.5,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,1,1,RSS,POINT (-68.28 12.07)
M1_DATA.45029,45029,912340396,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON11,Invisibles North,12.07,-68.28,2012-06-13T00:00:00,12.5,Chordata,Actinopterygii,Chaetodontidae,Chaetodon striatus,2,2,RSS,POINT (-68.28 12.07)
M1_DATA.45030,45030,912340396,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON11,Invisibles North,12.07,-68.28,2012-06-13T00:00:00,12.5,Chordata,Actinopterygii,Pomacentridae,Chromis multilineata,2,4000,RSS,POINT (-68.28 12.07)
M1_DATA.45031,45031,912340396,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON11,Invisibles North,12.07,-68.28,2012-06-13T00:00:00,12.5,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,2,15,RSS,POINT (-68.28 12.07)
M1_DATA.45045,45045,912340397,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON12,Red Slave,12.03,-68.25,2012-06-13T00:00:00,14.5,Chordata,Actinopterygii,Haemulidae,Haemulon flavolineatum,2,4,RSS,POINT (-68.25 12.03)
M1_DATA.45046,45046,1003676,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR16,Wild Life,12.52,-81.73,2011-03-21T00:00:00,13,Chordata,Actinopterygii,Gobiidae,Coryphopterus personatus,2,12,GJE,POINT (-81.73 12.52)
M1_DATA.45047,45047,1003676,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR16,Wild Life,12.52,-81.73,2011-03-21T00:00:00,13,Chordata,Actinopterygii,Gobiidae,Elacatinus genie,1,4,GJE,POINT (-81.73 12.52)
M1_DATA.45048,45048,1003676,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR16,Wild Life,12.52,-81.73,2011-03-21T00:00:00,13,Chordata,Actinopterygii,Labridae,Halichoeres garnoti,2,51,GJE,POINT (-81.73 12.52)
M1_DATA.45061,45061,1003670,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR17,Montanita,12.59,-81.72,2011-03-21T00:00:00,10,Chordata,Actinopterygii,Pomacentridae,Chromis cyanea,1,120,GJE,POINT (-81.72 12.59)
M1_DATA.45062,45062,1003670,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR17,Montanita,12.59,-81.72,2011-03-21T00:00:00,10,Chordata,Actinopterygii,Pomacentridae,Chromis multilineata,1,24,GJE,POINT (-81.72 12.59)
M1_DATA.42728,42728,912344750,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,4,Chordata,Actinopterygii,Labridae,Thalassoma bifasciatum,2,4,SJ,POINT (-82.1 9.28)
M1_DATA.42735,42735,912354155,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2017-07-04T00:00:00,3,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,2,3,WW,POINT (-82.1 9.28)
M1_DATA.42737,42737,912340394,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON1,Vista Blue,12.03,-68.26,2012-06-11T00:00:00,8,Chordata,Actinopterygii,Monacanthidae,Cantherhines macrocerus,1,1,RSS,POINT (-68.26 12.03)
M1_DATA.42769,42769,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon striatus,2,2,NAW,POINT (-81.4 13.4)
M1_DATA.42771,42771,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Labridae,Clepticus parrae,2,10,NAW,POINT (-81.4 13.4)
M1_DATA.42776,42776,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Labridae,Halichoeres maculipinna,1,5,NAW,POINT (-81.4 13.4)
M1_DATA.42778,42778,1003666,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,7,Chordata,Actinopterygii,Serranidae,Serranus tigrinus,1,1,NAW,POINT (-81.4 13.4)
M1_DATA.42785,42785,1003668,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8,Chordata,Actinopterygii,Aulostomidae,Aulostomus maculatus,2,1,GJE,POINT (-81.4 13.4)
M1_DATA.42787,42787,1003668,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8,Chordata,Actinopterygii,Gobiidae,Elacatinus genie,1,2,GJE,POINT (-81.4 13.4)
M1_DATA.42794,42794,1003668,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8,Chordata,Actinopterygii,Scaridae,Sparisoma viride,2,3,GJE,POINT (-81.4 13.4)
M1_DATA.42796,42796,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Acanthuridae,Acanthurus coeruleus,2,2,MLD,POINT (-81.4 13.4)
M1_DATA.42801,42801,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,2,2,MLD,POINT (-81.4 13.4)
M1_DATA.42803,42803,1003669,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR15,Outer Channel Marker   Providencia,13.4,-81.4,2011-03-20T00:00:00,8.2,Chordata,Actinopterygii,Labridae,Clepticus parrae,1,50,MLD,POINT (-81.4 13.4)
M1_DATA.42810,42810,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Opistognathidae,Opistognathus aurifrons,1,5,GER,POINT (-80.26 14.46)
M1_DATA.42812,42812,912346371,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR32,S30 Serrana,14.46,-80.26,2016-08-23T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,1,35,GER,POINT (-80.26 14.46)
M1_DATA.42819,42819,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Labridae,Halichoeres garnoti,2,30,GER,POINT (-80.24 14.46)
M1_DATA.42821,42821,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Pomacanthidae,Holacanthus tricolor,1,1,GER,POINT (-80.24 14.46)
M1_DATA.42826,42826,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,1,170,GER,POINT (-80.24 14.46)
M1_DATA.42828,42828,912346372,Caribbean Sea,Southwestern Caribbean,Tropical Atlantic,CAR33,S18Serrana,14.46,-80.24,2016-08-23T00:00:00,10,Chordata,Actinopterygii,Labridae,Thalassoma bifasciatum,1,170,GER,POINT (-80.24 14.46)
M1_DATA.42584,42584,1003651,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR10,Coral Nursery,13.37,-81.34,2011-03-18T00:00:00,1,Chordata,Actinopterygii,Acanthuridae,Acanthurus coeruleus,1,14,MLD,POINT (-81.34 13.37)
M1_DATA.42586,42586,1003651,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR10,Coral Nursery,13.37,-81.34,2011-03-18T00:00:00,1,Chordata,Actinopterygii,Grammatidae,Gramma loreto,2,5,MLD,POINT (-81.34 13.37)
M1_DATA.42593,42593,1003651,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR10,Coral Nursery,13.37,-81.34,2011-03-18T00:00:00,1,Chordata,Actinopterygii,Pomacentridae,Microspathodon chrysurus,1,1,MLD,POINT (-81.34 13.37)
M1_DATA.42595,42595,1003651,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR10,Coral Nursery,13.37,-81.34,2011-03-18T00:00:00,1,Chordata,Actinopterygii,Lutjanidae,Ocyurus chrysurus,1,4,MLD,POINT (-81.34 13.37)
M1_DATA.42602,42602,1003652,Colombia,Southwestern Caribbean,Tropical Atlantic,CAR10,Coral Nursery,13.37,-81.34,2011-03-18T00:00:00,2.5,Chordata,Actinopterygii,Acanthuridae,Acanthurus bahianus,1,45,GJE,POINT (-81.34 13.37)
M1_DATA.42643,42643,912354150,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2016-01-26T00:00:00,2.7,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,2,3,JSE,POINT (-82.26 9.35)
M1_DATA.42645,42645,912354150,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2016-01-26T00:00:00,2.7,Chordata,Actinopterygii,Synodontidae,Synodus intermedius,2,1,JSE,POINT (-82.26 9.35)
