FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.28107,28107,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,8,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,2,6,RSS,POINT (-82.27 9.36)
M1_DATA.28108,28108,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,8,Chordata,Actinopterygii,Scaridae,Scarus iseri,1,21,RSS,POINT (-82.27 9.36)
M1_DATA.28109,28109,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,8,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,1,7,RSS,POINT (-82.27 9.36)
M1_DATA.28123,28123,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,1,1,JME,POINT (-82.23 9.34)
M1_DATA.28124,28124,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,1,3,JME,POINT (-82.23 9.34)
M1_DATA.28207,28207,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Gobiidae,Coryphopterus eidolon,2,70,RSS,POINT (-82.34 9.29)
M1_DATA.28208,28208,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Gobiidae,Coryphopterus personatus,2,150,RSS,POINT (-82.34 9.29)
M1_DATA.28209,28209,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Gobiidae,Elacatinus saucrus,2,1,RSS,POINT (-82.34 9.29)
M1_DATA.28210,28210,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Serranidae,Hypoplectrus nigricans,2,1,RSS,POINT (-82.34 9.29)
M1_DATA.28224,28224,912344738,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3,Chordata,Actinopterygii,Gobiidae,Coryphopterus personatus,1,45,RSS,POINT (-82.34 9.29)
M1_DATA.28274,28274,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Gobiidae,Coryphopterus personatus,1,43,JSE,POINT (-82.34 9.29)
M1_DATA.28275,28275,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Haemulidae,Haemulon macrostomum,1,4,JSE,POINT (-82.34 9.29)
M1_DATA.28276,28276,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,1,4,JSE,POINT (-82.34 9.29)
M1_DATA.28277,28277,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,1,31,JSE,POINT (-82.34 9.29)
M1_DATA.28291,28291,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Pomacentridae,Stegastes diencaeus,2,1,WW,POINT (-82.34 9.29)
M1_DATA.28292,28292,912344729,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS3,Pastores SE,9.24,-82.33,2015-04-04T00:00:00,4,Chordata,Actinopterygii,Pomacentridae,Abudefduf saxatilis,1,13,GJE,POINT (-82.33 9.24)
M1_DATA.28293,28293,912344729,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS3,Pastores SE,9.24,-82.33,2015-04-04T00:00:00,4,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,3,GJE,POINT (-82.33 9.24)
M1_DATA.28294,28294,912344747,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS3,Pastores SE,9.24,-82.33,2015-04-04T00:00:00,3,Chordata,Actinopterygii,Batrachoididae,Amphichthys cryptocentrus,2,1,SJ,POINT (-82.33 9.24)
M1_DATA.28357,28357,912344739,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,4,RSS,POINT (-82.34 9.24)
M1_DATA.28358,28358,912344753,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,2,Chordata,Actinopterygii,Pomacentridae,Abudefduf saxatilis,1,12,ZF,POINT (-82.34 9.24)
M1_DATA.28359,28359,912344753,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,2,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,1,ZF,POINT (-82.34 9.24)
M1_DATA.28104,28104,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,8,Chordata,Actinopterygii,Gobiidae,Coryphopterus eidolon,2,50,RSS,POINT (-82.27 9.36)
M1_DATA.28106,28106,912344737,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,8,Chordata,Actinopterygii,Serranidae,Hypoplectrus nigricans,2,2,RSS,POINT (-82.27 9.36)
M1_DATA.28111,28111,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Acanthuridae,Acanthurus chirurgus,2,3,AA,POINT (-82.27 9.36)
M1_DATA.28113,28113,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,1,75,AA,POINT (-82.27 9.36)
M1_DATA.28120,28120,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Serranidae,Serranus tortugarum,2,52,AA,POINT (-82.27 9.36)
M1_DATA.28122,28122,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,1,2,AA,POINT (-82.27 9.36)
M1_DATA.28204,28204,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Serranidae,Hypoplectrus nigricans,1,1,GJE,POINT (-82.34 9.29)
M1_DATA.28206,28206,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Serranidae,Serranus tortugarum,1,12,GJE,POINT (-82.34 9.29)
M1_DATA.28211,28211,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,2,1,RSS,POINT (-82.34 9.29)
M1_DATA.28213,28213,912344727,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,8,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,2,2,RSS,POINT (-82.34 9.29)
M1_DATA.28220,28220,912344738,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,1,1,RSS,POINT (-82.34 9.29)
M1_DATA.28222,28222,912344738,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,2,2,RSS,POINT (-82.34 9.29)
M1_DATA.28279,28279,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Labridae,Halichoeres bivittatus,2,39,RWH,POINT (-82.34 9.29)
M1_DATA.28281,28281,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Serranidae,Serranus tigrinus,2,1,RWH,POINT (-82.34 9.29)
M1_DATA.28286,28286,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,2,99,WW,POINT (-82.34 9.29)
M1_DATA.28288,28288,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Serranidae,Hypoplectrus gemma,2,1,WW,POINT (-82.34 9.29)
M1_DATA.28290,28290,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Scaridae,Scarus trispinosus,2,1,WW,POINT (-82.34 9.29)
M1_DATA.28295,28295,912344747,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS3,Pastores SE,9.24,-82.33,2015-04-04T00:00:00,3,Chordata,Actinopterygii,Serranidae,Cephalopholis cruentata,1,1,SJ,POINT (-82.33 9.24)
M1_DATA.28297,28297,912344747,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS3,Pastores SE,9.24,-82.33,2015-04-04T00:00:00,3,Chordata,Actinopterygii,Scaridae,Scarus iseri,2,25,SJ,POINT (-82.33 9.24)
M1_DATA.28354,28354,912344739,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,5,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,2,3,RSS,POINT (-82.34 9.24)
M1_DATA.28356,28356,912344739,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,2,1,RSS,POINT (-82.34 9.24)
M1_DATA.28362,28362,912344753,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS4 ,Pastores,9.24,-82.34,2015-04-04T00:00:00,2,Chordata,Actinopterygii,Scaridae,Scarus iseri,2,67,ZF,POINT (-82.34 9.24)
M1_DATA.28364,28364,912344730,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS5 ,Coco Pt,9.3,-82.28,2015-04-04T00:00:00,3,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,1,1,GJE,POINT (-82.28 9.3)
M1_DATA.28371,28371,912344731,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS5 ,Coco Pt,9.3,-82.28,2015-04-04T00:00:00,4,Chordata,Actinopterygii,Serranidae,Hypoplectrus nigricans,1,5,SJ,POINT (-82.28 9.3)
M1_DATA.28373,28373,912344731,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS5 ,Coco Pt,9.3,-82.28,2015-04-04T00:00:00,4,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,1,119,SJ,POINT (-82.28 9.3)
M1_DATA.28412,28412,912344733,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2015-04-05T00:00:00,10,Chordata,Actinopterygii,Serranidae,Serranus tigrinus,2,1,GJE,POINT (-82.26 9.35)
M1_DATA.28414,28414,912344733,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2015-04-05T00:00:00,10,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,2,5,GJE,POINT (-82.26 9.35)
M1_DATA.28421,28421,912344742,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2015-04-05T00:00:00,8,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus arcuatus,1,2,RSS,POINT (-82.26 9.35)
M1_DATA.28423,28423,912344742,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2015-04-05T00:00:00,8,Chordata,Actinopterygii,Pomacentridae,Stegastes planifrons,1,16,RSS,POINT (-82.26 9.35)
M1_DATA.28428,28428,912344749,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2015-04-05T00:00:00,11.5,Chordata,Actinopterygii,Sparidae,Sparid spp.,2,3,SJ,POINT (-82.26 9.35)
M1_DATA.28430,28430,912354150,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2016-01-26T00:00:00,2.7,Chordata,Actinopterygii,Haemulidae,Haemulon plumierii,2,2,JSE,POINT (-82.26 9.35)
M1_DATA.28432,28432,912354150,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2016-01-26T00:00:00,2.7,Chordata,Actinopterygii,Scaridae,Scarus iseri,2,112,JSE,POINT (-82.26 9.35)
M1_DATA.28512,28512,912354150,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2016-01-26T00:00:00,2.7,Chordata,Actinopterygii,Serranidae,Serranus tigrinus,1,4,RWH,POINT (-82.26 9.35)
M1_DATA.28514,28514,912354156,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2017-06-15T00:00:00,5,Chordata,Actinopterygii,Carangidae,Caranx crysos,2,30,JSE,POINT (-82.26 9.35)
M1_DATA.28521,28521,912354156,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS8 ,STRI Point,9.35,-82.26,2017-06-15T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Stegastes diencaeus,1,274,WW,POINT (-82.26 9.35)
M1_DATA.28523,28523,912344743,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,6.5,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,1,7,RSS,POINT (-82.1 9.28)
M1_DATA.28530,28530,912344743,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,6.5,Chordata,Actinopterygii,Pomacentridae,Stegastes partitus,2,2,RSS,POINT (-82.1 9.28)
M1_DATA.28532,28532,912344745,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,6,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,2,4,RWH,POINT (-82.1 9.28)
M1_DATA.28537,28537,912344745,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,6,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,1,6,RWH,POINT (-82.1 9.28)
M1_DATA.28539,28539,912344750,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2015-04-06T00:00:00,4,Chordata,Actinopterygii,Pomacentridae,Microspathodon chrysurus,2,5,SJ,POINT (-82.1 9.28)
M1_DATA.28546,28546,912354155,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS9 ,Salt Creek,9.28,-82.1,2017-07-04T00:00:00,3,Chordata,Actinopterygii,Acanthuridae,Acanthurus coeruleus,2,4,WW,POINT (-82.1 9.28)
M1_DATA.28548,28548,912340394,Netherlands Antilles,Southern Caribbean,Tropical Atlantic,BON1,Vista Blue,12.03,-68.26,2012-06-11T00:00:00,8,Chordata,Actinopterygii,Ostraciidae,Acanthostracion polygonius,1,3,RSS,POINT (-68.26 12.03)
M1_DATA.28100,28100,912344752,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS12 ,Punta Caracal Reef,9.38,-82.3,2015-04-08T00:00:00,3.1,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,1,2,ZF,POINT (-82.3 9.38)
M1_DATA.28101,28101,912344752,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS12 ,Punta Caracal Reef,9.38,-82.3,2015-04-08T00:00:00,3.1,Chordata,Actinopterygii,Haemulidae,Haemulon flavolineatum,1,10,ZF,POINT (-82.3 9.38)
M1_DATA.28102,28102,912344752,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS12 ,Punta Caracal Reef,9.38,-82.3,2015-04-08T00:00:00,3.1,Chordata,Actinopterygii,Serranidae,Hypoplectrus spp.,1,1,ZF,POINT (-82.3 9.38)
M1_DATA.28115,28115,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Labridae,Halichoeres bivittatus,2,31,AA,POINT (-82.27 9.36)
M1_DATA.28116,28116,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Serranidae,Hypoplectrus nigricans,2,2,AA,POINT (-82.27 9.36)
M1_DATA.28117,28117,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Serranidae,Hypoplectrus puella,2,7,AA,POINT (-82.27 9.36)
M1_DATA.28118,28118,912344757,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS13 ,Casa Blanca,9.36,-82.27,2015-04-08T00:00:00,10,Chordata,Actinopterygii,Mullidae,Pseudupeneus maculatus,1,1,AA,POINT (-82.27 9.36)
M1_DATA.28199,28199,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Mullidae,Pseudupeneus maculatus,1,1,JME,POINT (-82.23 9.34)
M1_DATA.28200,28200,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Scaridae,Scarus iseri,1,82,JME,POINT (-82.23 9.34)
M1_DATA.28201,28201,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Chaetodontidae,Chaetodon capistratus,2,5,LH,POINT (-82.23 9.34)
M1_DATA.28202,28202,912354157,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS14,Solarte,9.34,-82.23,2018-12-13T00:00:00,7,Chordata,Actinopterygii,Lutjanidae,Ocyurus chrysurus,2,1,LH,POINT (-82.23 9.34)
M1_DATA.28215,28215,912344728,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3.5,Chordata,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,2,1,GJE,POINT (-82.34 9.29)
M1_DATA.28216,28216,912344728,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3.5,Chordata,Actinopterygii,Haemulidae,Haemulon flavolineatum,1,2,GJE,POINT (-82.34 9.29)
M1_DATA.28217,28217,912344728,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3.5,Chordata,Actinopterygii,Scaridae,Scarus iseri,2,6,GJE,POINT (-82.34 9.29)
M1_DATA.28218,28218,912344728,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3.5,Chordata,Actinopterygii,Pomacentridae,Stegastes adustus,2,7,GJE,POINT (-82.34 9.29)
M1_DATA.28219,28219,912344738,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2015-04-03T00:00:00,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf saxatilis,1,30,RSS,POINT (-82.34 9.29)
M1_DATA.28282,28282,912354148,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2016-01-27T00:00:00,2.5,Chordata,Actinopterygii,Pomacentridae,Stegastes variabilis,2,1,RWH,POINT (-82.34 9.29)
M1_DATA.28283,28283,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Tetraodontidae,Canthigaster rostrata,1,1,JSE,POINT (-82.34 9.29)
M1_DATA.28284,28284,912354151,Panama,Southwestern Caribbean,Tropical Atlantic,BOCAS2,Almirante,9.29,-82.34,2017-06-19T00:00:00,3,Chordata,Actinopterygii,Pomacanthidae,Pomacanthus arcuatus,1,1,JSE,POINT (-82.34 9.29)
