FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.14235,14235,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,4,GJE,POINT (-64.97 -42.77)
M1_DATA.14236,14236,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,2,GJE,POINT (-64.95 -42.78)
M1_DATA.14237,14237,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,4,GJE,POINT (-64.95 -42.78)
M1_DATA.14238,14238,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,10,GJE,POINT (-64.95 -42.78)
M1_DATA.14239,14239,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,4,GJE,POINT (-64.95 -42.78)
M1_DATA.14240,14240,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,7,GJE,POINT (-64.95 -42.78)
M1_DATA.14241,14241,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,34,GJE,POINT (-64.94 -42.77)
M1_DATA.14242,14242,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,66,GJE,POINT (-64.94 -42.77)
M1_DATA.14243,14243,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,7,GJE,POINT (-64.94 -42.77)
M1_DATA.14244,14244,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,46,GJE,POINT (-64.94 -42.77)
M1_DATA.14245,14245,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,62,GJE,POINT (-64.46 -42.94)
M1_DATA.16264,16264,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,27,GJE,POINT (-64.46 -42.94)
M1_DATA.16265,16265,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,14,GJE,POINT (-64.46 -42.94)
M1_DATA.16266,16266,912341880,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10.1,Chordata,Actinopterygii,Cheilodactylidae,Nemadactylus bergi,2,1,AI,POINT (-64.46 -42.94)
M1_DATA.16267,16267,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,5,GJE,POINT (-64.43 -42.95)
M1_DATA.18432,18432,912341870,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-16T00:00:00,4,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,65,GJE,POINT (-65.06 -41.94)
M1_DATA.18433,18433,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,87,GJE,POINT (-64.26 -42.63)
M1_DATA.18434,18434,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,1,GJE,POINT (-64.26 -42.63)
M1_DATA.18435,18435,912341871,Argentina,North Patagonian Gulfs,Temperate South America,ARG2,Pafer,-42.63,-64.26,2012-04-11T00:00:00,15.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,11,GJE,POINT (-64.26 -42.63)
M1_DATA.18436,18436,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,83,GJE,POINT (-64.28 -42.62)
M1_DATA.18437,18437,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,2,2,GJE,POINT (-64.28 -42.62)
M1_DATA.18438,18438,912341872,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,11.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,66,GJE,POINT (-64.28 -42.62)
M1_DATA.18439,18439,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,28,AI,POINT (-64.28 -42.62)
M1_DATA.18440,18440,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,2,1,AI,POINT (-64.28 -42.62)
M1_DATA.18441,18441,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sparidae,Pagrus pagrus,2,1,AI,POINT (-64.28 -42.62)
M1_DATA.18442,18442,912341873,Argentina,North Patagonian Gulfs,Temperate South America,ARG3,PNU,-42.62,-64.28,2012-04-11T00:00:00,12,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,204,AI,POINT (-64.28 -42.62)
M1_DATA.18443,18443,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,17,AI,POINT (-64.24 -42.63)
M1_DATA.18444,18444,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,211,GJE,POINT (-64.24 -42.63)
M1_DATA.18445,18445,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,2,7,GJE,POINT (-64.24 -42.63)
M1_DATA.18446,18446,912341874,Argentina,North Patagonian Gulfs,Temperate South America,ARG4,Colombo,-42.63,-64.24,2012-04-11T00:00:00,18,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,6,GJE,POINT (-64.24 -42.63)
M1_DATA.18447,18447,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,2,AI,POINT (-64.97 -42.77)
M1_DATA.18448,18448,912341875,Argentina,North Patagonian Gulfs,Temperate South America,ARG5,Wreck Mirralles,-42.77,-64.97,2012-04-12T00:00:00,18,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,8,GJE,POINT (-64.97 -42.77)
M1_DATA.18449,18449,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,15,GJE,POINT (-64.95 -42.78)
M1_DATA.18450,18450,912341876,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,1,GJE,POINT (-64.95 -42.78)
M1_DATA.18451,18451,912341877,Argentina,North Patagonian Gulfs,Temperate South America,ARG6,Punta Este,-42.78,-64.95,2012-04-12T00:00:00,10.1,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,7,GJE,POINT (-64.95 -42.78)
M1_DATA.18452,18452,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,5,AI,POINT (-64.94 -42.77)
M1_DATA.18453,18453,912341878,Argentina,North Patagonian Gulfs,Temperate South America,ARG7,Sitio Top Secret,-42.77,-64.94,2012-04-12T00:00:00,12,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,5,GJE,POINT (-64.94 -42.77)
M1_DATA.18454,18454,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,36,GJE,POINT (-64.46 -42.94)
M1_DATA.18455,18455,912341879,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,13,GJE,POINT (-64.46 -42.94)
M1_DATA.18456,18456,912341880,Argentina,North Patagonian Gulfs,Temperate South America,ARG8,El Bosque,-42.94,-64.46,2012-04-15T00:00:00,10.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,2,AI,POINT (-64.46 -42.94)
M1_DATA.18457,18457,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,2,GJE,POINT (-64.43 -42.95)
M1_DATA.20543,20543,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,10,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,77,GJE,POINT (-64.23 -42.26)
M1_DATA.20544,20544,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pseudopercis semifasciata,1,17,GJE,POINT (-64.23 -42.26)
M1_DATA.20545,20545,912341864,Argentina,North Patagonian Gulfs,Temperate South America,ARG1,San Roman,-42.26,-64.23,2012-04-10T00:00:00,10,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,12,GJE,POINT (-64.23 -42.26)
M1_DATA.20546,20546,912341865,Argentina,North Patagonian Gulfs,Temperate South America,ARG10,Los Bollones,-42.93,-64.5,2012-04-15T00:00:00,10,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,2,3,GJE,POINT (-64.5 -42.93)
M1_DATA.20547,20547,912341866,Argentina,North Patagonian Gulfs,Temperate South America,ARG11,Punta la Islita,-41.96,-65.06,2012-04-17T00:00:00,14,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,72,GJE,POINT (-65.06 -41.96)
M1_DATA.20548,20548,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,16,AI,POINT (-65.06 -41.95)
M1_DATA.20549,20549,912341867,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,4,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,2,AI,POINT (-65.06 -41.95)
M1_DATA.20550,20550,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,1,GJE,POINT (-65.06 -41.95)
M1_DATA.20551,20551,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,2,51,GJE,POINT (-65.06 -41.95)
M1_DATA.20552,20552,912341868,Argentina,North Patagonian Gulfs,Temperate South America,ARG12,La Islita,-41.95,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes brasilianus,1,13,GJE,POINT (-65.06 -41.95)
M1_DATA.20553,20553,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,2,68,AI,POINT (-65.06 -41.94)
M1_DATA.20554,20554,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus argenteus,1,173,AI,POINT (-65.06 -41.94)
M1_DATA.20555,20555,912341869,Argentina,North Patagonian Gulfs,Temperate South America,ARG13,Alejos Crack,-41.94,-65.06,2012-04-17T00:00:00,3.5,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,1,AI,POINT (-65.06 -41.94)
M1_DATA.20620,20620,912341881,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,3,GJE,POINT (-64.43 -42.95)
M1_DATA.20621,20621,912341882,Argentina,North Patagonian Gulfs,Temperate South America,ARG9,El Pedral,-42.95,-64.43,2012-04-15T00:00:00,8.1,Chordata,Actinopterygii,Serranidae,Acanthistius patachonicus,1,1,AI,POINT (-64.43 -42.95)
M1_DATA.47178,47178,56002941,Chile,Channels and Fjords of Southern Chile,Temperate South America,CHILE1,Islote Marchand,-54.93,-67.68,2010-12-11T00:00:00,7,Chordata,Actinopterygii,Nototheniidae,Patagonotothen longipes,1,2,GJE,POINT (-67.68 -54.93)
M1_DATA.47179,47179,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Aplodactylidae,Aplodactylus punctatus,1,18,GJE,POINT (-71.7 -33.36)
M1_DATA.47180,47180,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,2,3,GJE,POINT (-71.7 -33.36)
M1_DATA.47181,47181,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,2,79,GJE,POINT (-71.7 -33.36)
M1_DATA.47182,47182,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,4,GJE,POINT (-71.7 -33.36)
M1_DATA.47183,47183,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,2,1,GJE,POINT (-71.7 -33.36)
M1_DATA.47184,47184,912352200,Chile,Araucanian,Temperate South America,CHILE10,Pena Blanca offshore,-33.36,-71.7,2019-02-27T00:00:00,14,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,2,3,GJE,POINT (-71.7 -33.36)
M1_DATA.47185,47185,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Aplodactylidae,Aplodactylus punctatus,1,1,RSS,POINT (-71.69 -33.36)
M1_DATA.47186,47186,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,2,1,RSS,POINT (-71.69 -33.36)
M1_DATA.47187,47187,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,2,22,RSS,POINT (-71.69 -33.36)
M1_DATA.47188,47188,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,2,40,RSS,POINT (-71.69 -33.36)
M1_DATA.47189,47189,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,2,12,RSS,POINT (-71.69 -33.36)
M1_DATA.47190,47190,912352220,Chile,Araucanian,Temperate South America,CHILE11,Pena Blanca,-33.36,-71.69,2019-02-27T00:00:00,11.5,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,1,6,RSS,POINT (-71.69 -33.36)
M1_DATA.47191,47191,912352203,Chile,Araucanian,Temperate South America,CHILE12,Algarrobo,-33.36,-71.67,2019-02-27T00:00:00,5,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,1,39,APMA,POINT (-71.67 -33.36)
M1_DATA.47192,47192,912352207,Chile,Araucanian,Temperate South America,CHILE13,Algarrobo Marina,-33.37,-71.68,2019-02-27T00:00:00,8.4,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,1,2,JASF,POINT (-71.68 -33.37)
M1_DATA.47193,47193,912352207,Chile,Araucanian,Temperate South America,CHILE13,Algarrobo Marina,-33.37,-71.68,2019-02-27T00:00:00,8.4,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,1,5,JASF,POINT (-71.68 -33.37)
M1_DATA.47194,47194,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Aplodactylidae,Aplodactylus punctatus,1,3,JASF,POINT (-71.63 -33.5)
M1_DATA.47195,47195,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,1,10,JASF,POINT (-71.63 -33.5)
M1_DATA.47196,47196,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,1,1,RRE,POINT (-71.63 -33.5)
M1_DATA.47197,47197,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Kyphosidae,Girella laevifrons,2,3,RRE,POINT (-71.63 -33.5)
M1_DATA.47198,47198,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,1,6,RRE,POINT (-71.63 -33.5)
M1_DATA.47199,47199,912352204,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,6.8,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,2,8,RRE,POINT (-71.63 -33.5)
M1_DATA.47200,47200,912352208,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,5.8,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,1,2,NDL,POINT (-71.63 -33.5)
M1_DATA.47201,47201,912352208,Chile,Araucanian,Temperate South America,CHILE14,ECIM South,-33.5,-71.63,2019-02-28T00:00:00,5.8,Chordata,Actinopterygii,Carangidae,Pseudocaranx chilensis,2,4,NDL,POINT (-71.63 -33.5)
M1_DATA.47203,47203,912352199,Chile,Araucanian,Temperate South America,CHILE15,ECIM Reserve South,-33.5,-71.63,2019-02-28T00:00:00,8,Chordata,Actinopterygii,Haemulidae,Isacia conceptionis,1,151,GJE,POINT (-71.63 -33.5)
M1_DATA.47256,47256,912352199,Chile,Araucanian,Temperate South America,CHILE15,ECIM Reserve South,-33.5,-71.63,2019-02-28T00:00:00,8,Chordata,Actinopterygii,Carangidae,Pseudocaranx chilensis,2,3,GJE,POINT (-71.63 -33.5)
M1_DATA.47257,47257,912352199,Chile,Araucanian,Temperate South America,CHILE15,ECIM Reserve South,-33.5,-71.63,2019-02-28T00:00:00,8,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,2,31,GJE,POINT (-71.63 -33.5)
M1_DATA.47258,47258,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Aplodactylidae,Aplodactylus punctatus,1,5,APMA,POINT (-71.63 -33.5)
M1_DATA.47259,47259,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,2,12,APMA,POINT (-71.63 -33.5)
M1_DATA.47260,47260,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,2,14,APMA,POINT (-71.63 -33.5)
M1_DATA.47261,47261,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Tripterygiidae,Helcogrammoides cunninghami,1,13,APMA,POINT (-71.63 -33.5)
M1_DATA.47262,47262,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,1,1,GJE,POINT (-71.63 -33.5)
M1_DATA.47263,47263,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,1,1,GJE,POINT (-71.63 -33.5)
M1_DATA.47264,47264,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Blenniidae,Hypsoblennius sordidus,2,8,GJE,POINT (-71.63 -33.5)
M1_DATA.47265,47265,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,1,2,GJE,POINT (-71.63 -33.5)
M1_DATA.47266,47266,912352201,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Blenniidae,Scartichthys sp. [orange],2,17,GJE,POINT (-71.63 -33.5)
M1_DATA.47267,47267,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Blenniidae,Scartichthys sp. [orange],2,9,IH,POINT (-71.63 -33.5)
M1_DATA.47268,47268,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,2,13,IH,POINT (-71.63 -33.5)
M1_DATA.47269,47269,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,1,1,RRE,POINT (-71.63 -33.5)
M1_DATA.47270,47270,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,1,90,RRE,POINT (-71.63 -33.5)
M1_DATA.47271,47271,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Paralichthyidae,Paralichthys adspersus,1,1,RRE,POINT (-71.63 -33.5)
M1_DATA.47272,47272,912352205,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,7.8,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,1,1,RRE,POINT (-71.63 -33.5)
M1_DATA.47273,47273,912352209,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,8.8,Chordata,Actinopterygii,Blenniidae,Scartichthys viridis,2,155,NDL,POINT (-71.63 -33.5)
M1_DATA.47274,47274,912352209,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,8.8,Chordata,Actinopterygii,Sebastidae,Sebastes oculatus,1,1,NDL,POINT (-71.63 -33.5)
M1_DATA.47275,47275,912352211,Chile,Araucanian,Temperate South America,CHILE16,ECIM Medio,-33.5,-71.63,2019-03-01T00:00:00,8.3,Chordata,Actinopterygii,Blenniidae,Scartichthys sp. [orange],1,14,JASF,POINT (-71.63 -33.5)
M1_DATA.47276,47276,912352202,Chile,Araucanian,Temperate South America,CHILE17,ECIM Norte,-33.5,-71.64,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Cheilodactylidae,Cheilodactylus variegatus,2,21,GJE,POINT (-71.64 -33.5)
M1_DATA.47277,47277,912352202,Chile,Araucanian,Temperate South America,CHILE17,ECIM Norte,-33.5,-71.64,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Pomacentridae,Chromis crusma,2,40,GJE,POINT (-71.64 -33.5)
M1_DATA.47278,47278,912352202,Chile,Araucanian,Temperate South America,CHILE17,ECIM Norte,-33.5,-71.64,2019-03-01T00:00:00,12,Chordata,Actinopterygii,Pinguipedidae,Pinguipes chilensis,2,2,GJE,POINT (-71.64 -33.5)
M1_DATA.47279,47279,912352210,Chile,Araucanian,Temperate South America,CHILE17,ECIM Norte,-33.5,-71.64,2019-03-01T00:00:00,16.9,Chordata,Actinopterygii,Aplodactylidae,Aplodactylus punctatus,1,1,JASF,POINT (-71.64 -33.5)
