FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.10046,10046,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Boops boops,2,22,JASF,POINT (-5.17 36.41)
M1_DATA.10047,10047,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Labridae,Coris julis,2,22,JASF,POINT (-5.17 36.41)
M1_DATA.10048,10048,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Diplodus annularis,2,5,JASF,POINT (-5.17 36.41)
M1_DATA.10049,10049,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,1,1,JASF,POINT (-5.17 36.41)
M1_DATA.10050,10050,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,2,2,JASF,POINT (-5.17 36.41)
M1_DATA.10051,10051,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,2,JASF,POINT (-5.17 36.41)
M1_DATA.10052,10052,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Labridae,Coris julis,1,2,JASF,POINT (-2.54 36.82)
M1_DATA.10053,10053,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,2,JASF,POINT (-2.54 36.82)
M1_DATA.10054,10054,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Serranidae,Epinephelus costae,2,1,JASF,POINT (-2.54 36.82)
M1_DATA.10055,10055,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,4,JASF,POINT (-2.54 36.82)
M1_DATA.10056,10056,912344584,Spain,Alboran Sea,Temperate Northern Atlantic,AND12,El díez,36.82,-2.55,2014-07-02T00:00:00,6.4,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,2,150,JASF,POINT (-2.55 36.82)
M1_DATA.10057,10057,912344584,Spain,Alboran Sea,Temperate Northern Atlantic,AND12,El díez,36.82,-2.55,2014-07-02T00:00:00,6.4,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,2,1,JASF,POINT (-2.55 36.82)
M1_DATA.10068,10068,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,14,JASF,POINT (-2 36.88)
M1_DATA.10069,10069,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Sparidae,Lithognathus mormyrus,1,11,JASF,POINT (-2 36.88)
M1_DATA.10070,10070,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,1,JASF,POINT (-2 36.88)
M1_DATA.10071,10071,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,150,JASF,POINT (-2 36.88)
M1_DATA.10072,10072,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Serranidae,Serranus scriba,2,2,JASF,POINT (-2 36.88)
M1_DATA.10073,10073,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Labridae,Symphodus roissali,1,1,JASF,POINT (-2 36.88)
M1_DATA.10074,10074,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Labridae,Symphodus tinca,1,7,JASF,POINT (-2 36.88)
M1_DATA.10075,10075,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,7,JASF,POINT (-2 36.88)
M1_DATA.10076,10076,912344597,Spain,Alboran Sea,Temperate Northern Atlantic,AND25,El Playazo,36.86,-2,2014-07-09T00:00:00,2,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,7,JASF,POINT (-2 36.86)
M1_DATA.10077,10077,912344597,Spain,Alboran Sea,Temperate Northern Atlantic,AND25,El Playazo,36.86,-2,2014-07-09T00:00:00,2,Chordata,Actinopterygii,Blenniidae,Parablennius pilicornis,1,1,JASF,POINT (-2 36.86)
M1_DATA.10078,10078,912344598,Spain,Alboran Sea,Temperate Northern Atlantic,AND26,Cala de los Toros,36.82,-2.04,2014-07-09T00:00:00,2.4,Chordata,Actinopterygii,Labridae,Coris julis,1,11,JASF,POINT (-2.04 36.82)
M1_DATA.10079,10079,912344598,Spain,Alboran Sea,Temperate Northern Atlantic,AND26,Cala de los Toros,36.82,-2.04,2014-07-09T00:00:00,2.4,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,1,2,JASF,POINT (-2.04 36.82)
M1_DATA.10080,10080,912344598,Spain,Alboran Sea,Temperate Northern Atlantic,AND26,Cala de los Toros,36.82,-2.04,2014-07-09T00:00:00,2.4,Chordata,Actinopterygii,Labridae,Symphodus roissali,1,2,JASF,POINT (-2.04 36.82)
M1_DATA.10081,10081,912344599,Spain,Alboran Sea,Temperate Northern Atlantic,AND27,Los Muertos I,36.94,-1.91,2014-07-10T00:00:00,2.4,Chordata,Actinopterygii,Labridae,Labrus viridis,1,4,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10082,10082,912344599,Spain,Alboran Sea,Temperate Northern Atlantic,AND27,Los Muertos I,36.94,-1.91,2014-07-10T00:00:00,2.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,12,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10083,10083,912344600,Spain,Alboran Sea,Temperate Northern Atlantic,AND28,Los muertos II,36.94,-1.91,2014-07-10T00:00:00,3.4,Chordata,Actinopterygii,Labridae,Coris julis,1,10,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10084,10084,912344600,Spain,Alboran Sea,Temperate Northern Atlantic,AND28,Los muertos II,36.94,-1.91,2014-07-10T00:00:00,3.4,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,1,1,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10085,10085,912344600,Spain,Alboran Sea,Temperate Northern Atlantic,AND28,Los muertos II,36.94,-1.91,2014-07-10T00:00:00,3.4,Chordata,Actinopterygii,Sparidae,Sarpa salpa,1,9,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10086,10086,912344600,Spain,Alboran Sea,Temperate Northern Atlantic,AND28,Los muertos II,36.94,-1.91,2014-07-10T00:00:00,3.4,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,6,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10087,10087,912344600,Spain,Alboran Sea,Temperate Northern Atlantic,AND28,Los muertos II,36.94,-1.91,2014-07-10T00:00:00,3.4,Chordata,Actinopterygii,Labridae,Symphodus doderleini,2,5,JASF,POINT (-1.9100000000000001 36.94)
M1_DATA.10088,10088,912344602,Spain,Alboran Sea,Temperate Northern Atlantic,AND29,Isla de San Andres I,36.9,-1.97,2014-07-11T00:00:00,6.9,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,2,65,JASF,POINT (-1.97 36.9)
M1_DATA.10089,10089,912344602,Spain,Alboran Sea,Temperate Northern Atlantic,AND29,Isla de San Andres I,36.9,-1.97,2014-07-11T00:00:00,6.9,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,1,JASF,POINT (-1.97 36.9)
M1_DATA.10090,10090,912344602,Spain,Alboran Sea,Temperate Northern Atlantic,AND29,Isla de San Andres I,36.9,-1.97,2014-07-11T00:00:00,6.9,Chordata,Actinopterygii,Mugilidae,Mugil cephalus,1,2,JASF,POINT (-1.97 36.9)
M1_DATA.10091,10091,912349129,Spain,Alboran Sea,Temperate Northern Atlantic,AND3,Marbella,36.51,-4.89,2013-10-29T00:00:00,1,Chordata,Actinopterygii,Sparidae,Boops boops,1,7,JASF,POINT (-4.89 36.51)
M1_DATA.10092,10092,912349129,Spain,Alboran Sea,Temperate Northern Atlantic,AND3,Marbella,36.51,-4.89,2013-10-29T00:00:00,1,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,3,JASF,POINT (-4.89 36.51)
M1_DATA.10093,10093,912349129,Spain,Alboran Sea,Temperate Northern Atlantic,AND3,Marbella,36.51,-4.89,2013-10-29T00:00:00,1,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,50,JASF,POINT (-4.89 36.51)
M1_DATA.10094,10094,912349129,Spain,Alboran Sea,Temperate Northern Atlantic,AND3,Marbella,36.51,-4.89,2013-10-29T00:00:00,1,Chordata,Actinopterygii,Blenniidae,Parablennius sanguinolentus,1,2,JASF,POINT (-4.89 36.51)
M1_DATA.10103,10103,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Labridae,Coris julis,1,21,JASF,POINT (-5.17 36.41)
M1_DATA.10104,10104,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,2,1,JASF,POINT (-5.17 36.41)
M1_DATA.10105,10105,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,5,JASF,POINT (-5.17 36.41)
M1_DATA.10106,10106,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Mugilidae,Mugil cephalus,2,2,JASF,POINT (-5.17 36.41)
M1_DATA.10107,10107,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,810,JASF,POINT (-5.17 36.41)
M1_DATA.10108,10108,912349127,Spain,Alboran Sea,Temperate Northern Atlantic,AND1,Estepona,36.41,-5.17,2013-10-28T00:00:00,2.3,Chordata,Actinopterygii,Serranidae,Serranus cabrilla,2,1,JASF,POINT (-5.17 36.41)
M1_DATA.10109,10109,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,2,1200,JASF,POINT (-2.54 36.82)
M1_DATA.10110,10110,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,2,2,JASF,POINT (-2.54 36.82)
M1_DATA.10111,10111,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Sparidae,Sarpa salpa,1,1,JASF,POINT (-2.54 36.82)
M1_DATA.10112,10112,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Serranidae,Serranus cabrilla,2,1,JASF,POINT (-2.54 36.82)
M1_DATA.10113,10113,912344583,Spain,Alboran Sea,Temperate Northern Atlantic,AND11,Cala del Peñon,36.82,-2.54,2014-07-02T00:00:00,5.1,Chordata,Actinopterygii,Labridae,Symphodus roissali,2,2,JASF,POINT (-2.54 36.82)
M1_DATA.10114,10114,912344584,Spain,Alboran Sea,Temperate Northern Atlantic,AND12,El díez,36.82,-2.55,2014-07-02T00:00:00,6.4,Chordata,Actinopterygii,Sparidae,Diplodus annularis,2,2,JASF,POINT (-2.55 36.82)
M1_DATA.10115,10115,912344584,Spain,Alboran Sea,Temperate Northern Atlantic,AND12,El díez,36.82,-2.55,2014-07-02T00:00:00,6.4,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,4,JASF,POINT (-2.55 36.82)
M1_DATA.10116,10116,912344584,Spain,Alboran Sea,Temperate Northern Atlantic,AND12,El díez,36.82,-2.55,2014-07-02T00:00:00,6.4,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,1,JASF,POINT (-2.55 36.82)
M1_DATA.10117,10117,912344585,Spain,Alboran Sea,Temperate Northern Atlantic,AND13,La isleta del Moro,36.81,-2.04,2014-07-02T00:00:00,3.4,Chordata,Actinopterygii,Atherinidae,Atherina hepsetus,2,300,JASF,POINT (-2.04 36.81)
M1_DATA.10118,10118,912344585,Spain,Alboran Sea,Temperate Northern Atlantic,AND13,La isleta del Moro,36.81,-2.04,2014-07-02T00:00:00,3.4,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,1,3,JASF,POINT (-2.04 36.81)
M1_DATA.10119,10119,912344585,Spain,Alboran Sea,Temperate Northern Atlantic,AND13,La isleta del Moro,36.81,-2.04,2014-07-02T00:00:00,3.4,Chordata,Actinopterygii,Labridae,Coris julis,1,10,JASF,POINT (-2.04 36.81)
M1_DATA.10142,10142,912344592,Spain,Alboran Sea,Temperate Northern Atlantic,AND20,Cala del Plomo,36.92,-1.95,2014-07-07T00:00:00,4.8,Chordata,Actinopterygii,Labridae,Symphodus tinca,2,9,JASF,POINT (-1.95 36.92)
M1_DATA.10143,10143,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Labridae,Coris julis,1,41,JASF,POINT (-2.11 36.75)
M1_DATA.10144,10144,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Sparidae,Diplodus annularis,1,7,JASF,POINT (-2.11 36.75)
M1_DATA.10145,10145,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Mullidae,Mullus surmuletus,2,2,JASF,POINT (-2.11 36.75)
M1_DATA.10146,10146,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Serranidae,Serranus scriba,2,2,JASF,POINT (-2.11 36.75)
M1_DATA.10147,10147,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Labridae,Symphodus ocellatus,1,2,JASF,POINT (-2.11 36.75)
M1_DATA.10148,10148,912344593,Spain,Alboran Sea,Temperate Northern Atlantic,AND21,Pta. Del Castillo,36.75,-2.11,2014-07-07T00:00:00,4.7,Chordata,Actinopterygii,Labridae,Symphodus roissali,1,2,JASF,POINT (-2.11 36.75)
M1_DATA.10149,10149,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,1,135,JASF,POINT (-2.08 36.77)
M1_DATA.10150,10150,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Coris julis,2,34,JASF,POINT (-2.08 36.77)
M1_DATA.10151,10151,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,1,1,JASF,POINT (-2.08 36.77)
M1_DATA.10152,10152,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,6,JASF,POINT (-2.08 36.77)
M1_DATA.10153,10153,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Sarpa salpa,2,2,JASF,POINT (-2.08 36.77)
M1_DATA.10154,10154,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Serranus scriba,2,12,JASF,POINT (-2.08 36.77)
M1_DATA.10155,10155,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Symphodus ocellatus,1,1,JASF,POINT (-2.08 36.77)
M1_DATA.10156,10156,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Symphodus tinca,1,17,JASF,POINT (-2.08 36.77)
M1_DATA.10157,10157,912344594,Spain,Alboran Sea,Temperate Northern Atlantic,AND22,La Atalaya,36.77,-2.08,2014-07-08T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,2,JASF,POINT (-2.08 36.77)
M1_DATA.10158,10158,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,2,1,JASF,POINT (-2.11 36.74)
M1_DATA.10159,10159,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,6,JASF,POINT (-2.11 36.74)
M1_DATA.10160,10160,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Sparidae,Oblada melanura,1,51,JASF,POINT (-2.11 36.74)
M1_DATA.10161,10161,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Labridae,Symphodus roissali,2,1,JASF,POINT (-2.11 36.74)
M1_DATA.10162,10162,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Labridae,Symphodus tinca,2,3,JASF,POINT (-2.11 36.74)
M1_DATA.10163,10163,912344595,Spain,Alboran Sea,Temperate Northern Atlantic,AND23,Pta. Genoveses I,36.74,-2.11,2014-07-08T00:00:00,3.9,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,39,JASF,POINT (-2.11 36.74)
M1_DATA.10164,10164,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,2,2,JASF,POINT (-2 36.88)
M1_DATA.10165,10165,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Mugilidae,Liza ramada,1,1,JASF,POINT (-2 36.88)
M1_DATA.10166,10166,912344596,Spain,Alboran Sea,Temperate Northern Atlantic,AND24,Las Negras,36.88,-2,2014-07-09T00:00:00,2.2,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,2,JASF,POINT (-2 36.88)
M1_DATA.10167,10167,912344597,Spain,Alboran Sea,Temperate Northern Atlantic,AND25,El Playazo,36.86,-2,2014-07-09T00:00:00,2,Chordata,Actinopterygii,Labridae,Coris julis,2,4,JASF,POINT (-2 36.86)
M1_DATA.10168,10168,912349129,Spain,Alboran Sea,Temperate Northern Atlantic,AND3,Marbella,36.51,-4.89,2013-10-29T00:00:00,1,Chordata,Actinopterygii,Sparidae,Sarpa salpa,1,4,JASF,POINT (-4.89 36.51)
M1_DATA.10169,10169,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,1,113,JASF,POINT (-1.97 36.9)
M1_DATA.10170,10170,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Coris julis,2,25,JASF,POINT (-1.97 36.9)
M1_DATA.10171,10171,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,1,JASF,POINT (-1.97 36.9)
M1_DATA.10172,10172,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Serranus cabrilla,1,1,JASF,POINT (-1.97 36.9)
M1_DATA.10173,10173,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Serranidae,Serranus scriba,2,3,JASF,POINT (-1.97 36.9)
M1_DATA.10174,10174,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Symphodus rostratus,2,1,JASF,POINT (-1.97 36.9)
M1_DATA.10175,10175,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Symphodus tinca,1,3,JASF,POINT (-1.97 36.9)
M1_DATA.10176,10176,912344601,Spain,Alboran Sea,Temperate Northern Atlantic,AND30,Isla de San Andres II,36.9,-1.97,2014-07-11T00:00:00,3.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,20,JASF,POINT (-1.97 36.9)
M1_DATA.10177,10177,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Labridae,Coris julis,1,3,JASF,POINT (-2.51 36.82)
M1_DATA.10178,10178,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Sparidae,Diplodus annularis,1,1,JASF,POINT (-2.51 36.82)
M1_DATA.10179,10179,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,1,1,JASF,POINT (-2.51 36.82)
M1_DATA.10180,10180,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,4,JASF,POINT (-2.51 36.82)
M1_DATA.10181,10181,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Serranidae,Epinephelus costae,2,1,JASF,POINT (-2.51 36.82)
M1_DATA.10182,10182,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Blenniidae,Parablennius pilicornis,1,1,JASF,POINT (-2.51 36.82)
M1_DATA.10183,10183,912344603,Spain,Alboran Sea,Temperate Northern Atlantic,AND31,Camping izquierda,36.82,-2.51,2014-07-15T00:00:00,4.8,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,2,JASF,POINT (-2.51 36.82)
M1_DATA.10184,10184,912344604,Spain,Alboran Sea,Temperate Northern Atlantic,AND32,Playa de las Olas,36.83,-2.49,2014-07-15T00:00:00,2.4,Chordata,Actinopterygii,Atherinidae,Atherina hepsetus,2,140,JASF,POINT (-2.49 36.83)
M1_DATA.10185,10185,912344604,Spain,Alboran Sea,Temperate Northern Atlantic,AND32,Playa de las Olas,36.83,-2.49,2014-07-15T00:00:00,2.4,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,2,6,JASF,POINT (-2.49 36.83)
M1_DATA.10186,10186,912344604,Spain,Alboran Sea,Temperate Northern Atlantic,AND32,Playa de las Olas,36.83,-2.49,2014-07-15T00:00:00,2.4,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,6,JASF,POINT (-2.49 36.83)
M1_DATA.10187,10187,912344604,Spain,Alboran Sea,Temperate Northern Atlantic,AND32,Playa de las Olas,36.83,-2.49,2014-07-15T00:00:00,2.4,Chordata,Actinopterygii,Serranidae,Serranus scriba,1,4,JASF,POINT (-2.49 36.83)
M1_DATA.10188,10188,912344605,Spain,Alboran Sea,Temperate Northern Atlantic,AND33,Puerto izquierda,36.82,-2.55,2014-07-16T00:00:00,3.4,Chordata,Actinopterygii,Pomacentridae,Chromis chromis,1,414,JASF,POINT (-2.55 36.82)
M1_DATA.10189,10189,912344605,Spain,Alboran Sea,Temperate Northern Atlantic,AND33,Puerto izquierda,36.82,-2.55,2014-07-16T00:00:00,3.4,Chordata,Actinopterygii,Labridae,Coris julis,2,1,JASF,POINT (-2.55 36.82)
M1_DATA.10190,10190,912344605,Spain,Alboran Sea,Temperate Northern Atlantic,AND33,Puerto izquierda,36.82,-2.55,2014-07-16T00:00:00,3.4,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,2,1,JASF,POINT (-2.55 36.82)
M1_DATA.10191,10191,912344605,Spain,Alboran Sea,Temperate Northern Atlantic,AND33,Puerto izquierda,36.82,-2.55,2014-07-16T00:00:00,3.4,Chordata,Actinopterygii,Sparidae,Diplodus puntazzo,1,1,JASF,POINT (-2.55 36.82)
M1_DATA.10192,10192,912344605,Spain,Alboran Sea,Temperate Northern Atlantic,AND33,Puerto izquierda,36.82,-2.55,2014-07-16T00:00:00,3.4,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,3,JASF,POINT (-2.55 36.82)
