FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.39887,39887,912340440,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN11,Las Teresitas,28.51,-16.18,2011-12-08T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,RSS,POINT (-16.18 28.51)
M1_DATA.39888,39888,912340440,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN11,Las Teresitas,28.51,-16.18,2011-12-08T00:00:00,5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,26,RSS,POINT (-16.18 28.51)
M1_DATA.39889,39889,912340440,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN11,Las Teresitas,28.51,-16.18,2011-12-08T00:00:00,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,15,RSS,POINT (-16.18 28.51)
M1_DATA.39890,39890,912340435,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN12,Abades,28.14,-16.44,2011-12-10T00:00:00,3,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,3,RSS,POINT (-16.44 28.14)
M1_DATA.39891,39891,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13,Chordata,Actinopterygii,Sparidae,Boops boops,1,20,RRE,POINT (-16.42 28.19)
M1_DATA.39892,39892,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,7,RRE,POINT (-16.42 28.19)
M1_DATA.39893,39893,912340433,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13,Chordata,Actinopterygii,Synodontidae,Synodus saurus,2,2,RRE,POINT (-16.42 28.19)
M1_DATA.39894,39894,912340434,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,6,Chordata,Actinopterygii,Sparidae,Boops boops,1,600,DHP,POINT (-16.42 28.19)
M1_DATA.39895,39895,912340434,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,6,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,7,DHP,POINT (-16.42 28.19)
M1_DATA.39896,39896,912340434,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,25,DHP,POINT (-16.42 28.19)
M1_DATA.39897,39897,912340441,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,21,FPC,POINT (-16.42 28.19)
M1_DATA.39898,39898,912340441,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,30,FPC,POINT (-16.42 28.19)
M1_DATA.39899,39899,912340441,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,7,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,10,FPC,POINT (-16.42 28.19)
M1_DATA.39900,39900,912340441,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,155,FPC,POINT (-16.42 28.19)
M1_DATA.39901,39901,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,1,RSS,POINT (-16.42 28.19)
M1_DATA.39902,39902,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,2,150,RSS,POINT (-16.42 28.19)
M1_DATA.39903,39903,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,1,3,RSS,POINT (-16.42 28.19)
M1_DATA.39904,39904,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Sparidae,Diplodus vulgaris,1,1,RSS,POINT (-16.42 28.19)
M1_DATA.39905,39905,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,2,1,RSS,POINT (-16.42 28.19)
M1_DATA.39906,39906,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,2,4,RSS,POINT (-16.42 28.19)
M1_DATA.39907,39907,912340443,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN13,Las Eras,28.19,-16.42,2011-12-12T00:00:00,13.5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,15,RSS,POINT (-16.42 28.19)
M1_DATA.39908,39908,912349253,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN14,Risco Verde,27.86,-15.39,2011-12-17T00:00:00,6,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,2,2,GAZ,POINT (-15.39 27.86)
M1_DATA.39909,39909,912349253,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN14,Risco Verde,27.86,-15.39,2011-12-17T00:00:00,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,30,GAZ,POINT (-15.39 27.86)
M1_DATA.39952,39952,912342037,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,160,DDG,POINT (-16.92 28.34)
M1_DATA.39953,39953,912342039,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6.1,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,11,DHP,POINT (-16.92 28.34)
M1_DATA.39955,39955,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,113,OAG,POINT (-16.92 28.34)
M1_DATA.39956,39956,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,2,1,OAG,POINT (-16.92 28.34)
M1_DATA.39957,39957,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,24,OAG,POINT (-16.92 28.34)
M1_DATA.39958,39958,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,7,OAG,POINT (-16.92 28.34)
M1_DATA.39959,39959,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Carangidae,Pseudocaranx georgianus,2,13,OAG,POINT (-16.92 28.34)
M1_DATA.39960,39960,912342045,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,160,OAG,POINT (-16.92 28.34)
M1_DATA.39961,39961,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,14,JASF,POINT (-16.92 28.34)
M1_DATA.39962,39962,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,5,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,1,JASF,POINT (-16.92 28.34)
M1_DATA.39963,39963,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,17,JASF,POINT (-16.92 28.34)
M1_DATA.39964,39964,912349258,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN17,Teno Sur,28.34,-16.92,2012-01-14T00:00:00,5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,196,JASF,POINT (-16.92 28.34)
M1_DATA.39965,39965,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-14T00:00:00,3,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,55,RRE,POINT (-16.92 28.34)
M1_DATA.39966,39966,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-14T00:00:00,3,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,1,RRE,POINT (-16.92 28.34)
M1_DATA.39967,39967,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-14T00:00:00,3,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,1,1,RRE,POINT (-16.92 28.34)
M1_DATA.39968,39968,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-14T00:00:00,3,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,1,RRE,POINT (-16.92 28.34)
M1_DATA.40045,40045,912342044,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-14T00:00:00,3,Chordata,Actinopterygii,Synodontidae,Synodus synodus,1,1,RRE,POINT (-16.92 28.34)
M1_DATA.40046,40046,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,4.8,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,79,OAG,POINT (-16.92 28.34)
M1_DATA.40047,40047,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,4.8,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,8,OAG,POINT (-16.92 28.34)
M1_DATA.40048,40048,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,4.8,Chordata,Actinopterygii,Labridae,Centrolabrus trutta,2,5,OAG,POINT (-16.92 28.34)
M1_DATA.40049,40049,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,4.8,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,2,OAG,POINT (-16.92 28.34)
M1_DATA.40050,40050,912342079,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,4.8,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,19,OAG,POINT (-16.92 28.34)
M1_DATA.40051,40051,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6.5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,8,DHP,POINT (-16.92 28.34)
M1_DATA.40052,40052,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6.5,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,3,DHP,POINT (-16.92 28.34)
M1_DATA.40053,40053,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6.5,Chordata,Actinopterygii,Serranidae,Epinephelus marginatus,2,1,DHP,POINT (-16.92 28.34)
M1_DATA.40054,40054,912342084,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6.5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,5,DHP,POINT (-16.92 28.34)
M1_DATA.40055,40055,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,1,1,RRE,POINT (-16.92 28.34)
M1_DATA.40056,40056,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,RRE,POINT (-16.92 28.34)
M1_DATA.40057,40057,912342085,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN18,Faro de Teno,28.34,-16.92,2012-01-22T00:00:00,6,Chordata,Actinopterygii,Labridae,Thalassoma pavo,1,19,RRE,POINT (-16.92 28.34)
M1_DATA.40058,40058,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-12T00:00:00,3.1,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,2,BGO,POINT (-16.33 28.4)
M1_DATA.40059,40059,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-12T00:00:00,3.1,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,9,BGO,POINT (-16.33 28.4)
M1_DATA.40060,40060,912342050,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-12T00:00:00,3.1,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,12,BGO,POINT (-16.33 28.4)
M1_DATA.40061,40061,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-12T00:00:00,3,Chordata,Actinopterygii,Sparidae,Boops boops,1,12,RRE,POINT (-16.33 28.4)
M1_DATA.40062,40062,912342051,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-12T00:00:00,3,Chordata,Actinopterygii,Sparidae,Sarpa salpa,1,10,RRE,POINT (-16.33 28.4)
M1_DATA.40063,40063,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,55,JASF,POINT (-16.33 28.4)
M1_DATA.40064,40064,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,5,JASF,POINT (-16.33 28.4)
M1_DATA.40065,40065,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,5,Chordata,Actinopterygii,Mugilidae,Mugil cephalus,1,2,JASF,POINT (-16.33 28.4)
M1_DATA.40066,40066,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,5,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,19,JASF,POINT (-16.33 28.4)
M1_DATA.40067,40067,912342052,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,5,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,54,JASF,POINT (-16.33 28.4)
M1_DATA.40068,40068,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,6,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,55,JASF,POINT (-16.33 28.4)
M1_DATA.40069,40069,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,6,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,5,JASF,POINT (-16.33 28.4)
M1_DATA.40124,40124,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,6,Chordata,Actinopterygii,Mugilidae,Mugil cephalus,1,2,JASF,POINT (-16.33 28.4)
M1_DATA.40125,40125,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,6,Chordata,Actinopterygii,Blenniidae,Ophioblennius atlanticus,1,8,JASF,POINT (-16.33 28.4)
M1_DATA.40126,40126,912349259,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN19,Tabaiba Norte,28.4,-16.33,2012-02-11T00:00:00,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,19,JASF,POINT (-16.33 28.4)
M1_DATA.40127,40127,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,17,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,115,FPC,POINT (-17.89 27.8)
M1_DATA.40128,40128,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,17,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,6,FPC,POINT (-17.89 27.8)
M1_DATA.40129,40129,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,17,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,4,FPC,POINT (-17.89 27.8)
M1_DATA.40130,40130,34003024,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,17,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,8,FPC,POINT (-17.89 27.8)
M1_DATA.40131,40131,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,2,2,GJE,POINT (-17.89 27.8)
M1_DATA.40132,40132,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Atherinidae,Atherina presbyter,1,312,GJE,POINT (-17.89 27.8)
M1_DATA.40133,40133,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,1,5,GJE,POINT (-17.89 27.8)
M1_DATA.40134,40134,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Balistidae,Canthidermis sufflamen,1,1,GJE,POINT (-17.89 27.8)
M1_DATA.40135,40135,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Sparidae,Diplodus cervinus,1,1,GJE,POINT (-17.89 27.8)
M1_DATA.40136,40136,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,1,1,GJE,POINT (-17.89 27.8)
M1_DATA.40137,40137,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Scorpaenidae,Scorpaena maderensis,2,1,GJE,POINT (-17.89 27.8)
M1_DATA.40138,40138,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,6,GJE,POINT (-17.89 27.8)
M1_DATA.40139,40139,34003950,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,6,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,2,1,GJE,POINT (-17.89 27.8)
M1_DATA.40140,40140,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,13,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,2,10,RRE,POINT (-17.89 27.8)
M1_DATA.40141,40141,34003951,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN2,La Caleta Este,27.8,-17.89,2011-10-10T00:00:00,13,Chordata,Actinopterygii,Tetraodontidae,Sphoeroides marmoratus,1,2,RRE,POINT (-17.89 27.8)
M1_DATA.40142,40142,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,3.4,Chordata,Actinopterygii,Sparidae,Diplodus sargus,1,1,JASF,POINT (-16.33 28.4)
M1_DATA.40143,40143,912342053,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,3.4,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,116,JASF,POINT (-16.33 28.4)
M1_DATA.40144,40144,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,190,DHP,POINT (-16.33 28.4)
M1_DATA.40145,40145,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Apogonidae,Apogon imberbis,1,2,DHP,POINT (-16.33 28.4)
M1_DATA.40146,40146,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,2,2,DHP,POINT (-16.33 28.4)
M1_DATA.40147,40147,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Chromis limbata,1,2,DHP,POINT (-16.33 28.4)
M1_DATA.40148,40148,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Sparidae,Diplodus sargus,2,1,DHP,POINT (-16.33 28.4)
M1_DATA.40256,40256,912342054,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN20,Tabaiba Sur,28.4,-16.33,2012-02-24T00:00:00,5,Chordata,Actinopterygii,Sparidae,Oblada melanura,2,60,DHP,POINT (-16.33 28.4)
M1_DATA.40289,40289,912342076,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN29,El Tablado Norte,28.24,-16.4,2012-03-26T00:00:00,7,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,115,NRO,POINT (-16.4 28.24)
M1_DATA.40290,40290,912342076,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN29,El Tablado Norte,28.24,-16.4,2012-03-26T00:00:00,7,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,23,NRO,POINT (-16.4 28.24)
M1_DATA.40291,40291,912342076,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN29,El Tablado Norte,28.24,-16.4,2012-03-26T00:00:00,7,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,10,NRO,POINT (-16.4 28.24)
M1_DATA.40292,40292,912342076,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN29,El Tablado Norte,28.24,-16.4,2012-03-26T00:00:00,7,Chordata,Actinopterygii,Labridae,Thalassoma pavo,2,25,NRO,POINT (-16.4 28.24)
M1_DATA.40293,40293,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,1,76,FPC,POINT (-17.89 27.8)
M1_DATA.40294,40294,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Aulostomidae,Aulostomus strigosus,2,14,FPC,POINT (-17.89 27.8)
M1_DATA.40295,40295,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Tetraodontidae,Canthigaster capistrata,1,14,FPC,POINT (-17.89 27.8)
M1_DATA.40296,40296,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Muraenidae,Gymnothorax unicolor,2,1,FPC,POINT (-17.89 27.8)
M1_DATA.40297,40297,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Kyphosidae,Kyphosus sectatrix,1,2,FPC,POINT (-17.89 27.8)
M1_DATA.40298,40298,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Serranidae,Mycteroperca fusca,2,1,FPC,POINT (-17.89 27.8)
M1_DATA.40299,40299,34003025,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,8,Chordata,Actinopterygii,Scaridae,Sparisoma cretense,1,12,FPC,POINT (-17.89 27.8)
M1_DATA.40300,40300,34003952,Spain,Azores Canaries Madeira,Temperate Northern Atlantic,CAN3,La Caleta SW,27.8,-17.89,2011-10-10T00:00:00,5,Chordata,Actinopterygii,Pomacentridae,Abudefduf luridus,2,44,GJE,POINT (-17.89 27.8)
